ASIN,Brand Name,GV(Q4 2025 ),Net Ordered Units(Q4 2025 ),Net Receipts (Units)(Q4 2025 ),Total Inventory Units(Q4 2025 ),Net Receipts($)(Q4 2025 ),Product GMS($)(Q4 2025 ),Gross Shipped GMS($)(Q4 2025 ),Net Ordered GMS($)(Q4 2025 ),Deal GMS($)(Q4 2025 ),Net PPM(Q4 2025 )(%),Amzn GV(Q4 2025 ),SoROOS(%)(Q4 2025 )(%),Daily SoRoos%(Q4 2025 )(%),Fill Rate - Sourceable(Q4 2025 )(%),Vendor Confirmation Rate - Sourceable(Q4 2025 )(%),Conversion Rate(Q4 2025 )(%),ASP(Q4 2025 ),CM(Q4 2025 )(%),CP($)(Q4 2025 ),CPPU(Q4 2025 ),PPM(Q4 2025 )(%),CCOGS As A % Of PCOGS(Q4 2025 )(%),CCOGS As A % Of Revenue(Q4 2025 )(%),External Box Price Competitiveness (% Of GV)(Q4 2025 )(%),IDQ Score(Q4 2025 )
B083VKYQTG,Al Rifai,27,1,3.00,0.00,27.00,34.42,33.79,10.04,0,28.59%,19,74.07%,74.07%,50.00%,100.00%,3.70%,11.47,4.65%,1.60,0.53,21.55%,11.30%,8.87%,100.00%,77.50
B06Y56TDWC,American Garden,130,7,0.00,0.00,0.00,34.33,33.81,33.80,0,24.86%,119,12.31%,12.31%,0.00%,100.00%,5.38%,4.90,(8.73)%,-3.06,-0.44,9.58%,18.50%,16.73%,62.63%,100.00
B07MVTXPHJ,Coroli,53,4,8.00,4.00,62.23,34.08,34.08,34.08,34.06,17.82%,32,74.47%,74.47%,100.00%,100.00%,7.55%,8.52,(13.23)%,-4.59,-1.15,8.69%,10.00%,9.13%,0.00%,82.50
B00BGV94SG,UNKNOWN,132,26,379.00,86.00,392.10,34.05,33.34,39.45,0,42.16%,123,34.09%,34.09%,89.25%,100.00%,19.70%,1.55,(44.35)%,-16.04,-0.73,33.16%,16.22%,10.84%,75.00%,71.50
B001EQ4H1M,UNKNOWN,17,4,18.00,14.00,151.72,33.70,33.70,33.72,0,25.23%,16,47.06%,47.06%,600.00%,4.76%,23.53%,8.43,3.56%,1.23,0.31,(0.03)%,25.25%,25.26%,0.00%,78.70
B076ZW73YZ,UNKNOWN,101,26,269.00,87.00,295.87,33.34,33.08,33.08,0,26.63%,32,38.61%,38.61%,82.65%,100.00%,25.74%,1.28,(58.65)%,-20.62,-0.79,14.23%,14.97%,12.84%,98.00%,74.20
B087GJT9TC,Zed,16,2,0.00,2.00,0.00,32.15,32.15,32.15,0,8.71%,16,0.00%,0.00%,0.00%,0.00%,12.50%,16.07,(5.46)%,-1.76,-0.88,(18.56)%,23.00%,27.27%,0.00%,84.20
B00OCXS8AK,UNKNOWN,190,10,137.00,39.00,484.88,32.13,32.13,34.05,14.11,25.23%,167,57.37%,57.37%,61.70%,100.00%,5.26%,3.57,(49.50)%,-17.12,-1.90,0.86%,24.58%,24.36%,85.71%,85.70
B0987R58WT,Lago,86,17,142.00,56.00,425.26,31.92,28.53,50.39,6.82,34.27%,72,29.07%,29.07%,100.00%,100.00%,19.77%,3.19,1.04%,0.31,0.03,6.18%,41.26%,38.71%,0.00%,77.50
B0F2PYGWFW,Cinnamon Toast Crunch,22,3,3.00,0.00,31.67,31.67,31.67,31.67,0,39.78%,13,81.82%,81.82%,100.00%,33.33%,13.64%,10.56,7.90%,2.57,0.86,0.00%,39.78%,39.78%,0.00%,0
B06XFDSL4K,Chings,122,22,264.00,107.00,290.37,31.52,31.59,27.97,0,23.88%,117,5.74%,5.74%,85.33%,100.00%,18.03%,1.26,(68.67)%,-23.00,-0.92,12.76%,16.22%,14.15%,44.86%,80.80
B087GL7DG7,Orion,127,11,166.00,8.00,677.91,31.33,30.14,38.66,5.77,25.42%,97,48.03%,48.03%,69.17%,100.00%,8.66%,3.48,(27.02)%,-8.56,-0.95,(17.30)%,39.67%,46.53%,77.78%,75.00
B0040MKSVK,UNKNOWN,243,22,12.00,0.00,21.24,30.81,33.40,59.32,0,31.07%,199,78.60%,78.60%,0.00%,55.00%,9.05%,2.57,(29.20)%,-10.69,-0.89,31.07%,0.00%,0.00%,100.00%,0
B09BN4JB9G,Palazi,48,8,92.00,23.00,316.85,30.70,26.79,26.78,2.30,25.92%,47,43.75%,43.75%,61.54%,100.00%,16.67%,3.84,(17.24)%,-4.94,-0.62,10.25%,31.53%,28.30%,0.00%,75.90
B085D1266K,Beautiful Denmark,59,2,3.00,2.00,31.45,30.57,30.57,30.57,0,83.54%,45,62.71%,62.71%,100.00%,100.00%,3.39%,15.28,57.76%,18.17,9.08,31.42%,76.00%,52.12%,0.00%,62.50
B0847NP2NN,WONDERFUL,13,2,2.00,1.00,26.46,30.43,29.60,29.60,0,32.83%,11,30.77%,30.77%,66.67%,100.00%,15.38%,15.22,9.17%,2.88,1.44,13.04%,23.00%,20.00%,0.00%,79.20
B0F1438DCC,Mr Makhana,24,11,8.00,0.00,20.69,30.38,29.56,29.56,0,76.55%,24,33.33%,33.33%,36.84%,100.00%,45.83%,2.76,3.03%,0.95,0.09,6.36%,79.22%,74.18%,0.00%,74.40
B09NKTVZVL,BN,56,0,39.00,10.00,116.80,30.21,28.87,0.00,0,26.85%,48,83.93%,83.93%,30.00%,100.00%,0.00%,3.36,(28.37)%,-7.83,-0.87,10.79%,23.00%,20.52%,83.33%,74.00
B0CV8B2S8N,Zeeba,101,13,1.00,0.00,14.14,30.08,28.58,188.24,0,27.60%,88,80.20%,80.20%,27.86%,98.05%,12.87%,15.04,(1.28)%,-0.37,-0.18,5.97%,28.31%,26.62%,98.08%,76.90
B07531B6QM,Ching's Secret,69,26,5.00,8.00,6.43,29.87,31.79,48.58,0,33.49%,68,71.01%,71.01%,0.00%,100.00%,37.68%,1.87,(65.28)%,-21.45,-1.34,31.16%,5.37%,3.70%,20.97%,84.20
B01LWMCL01,Cala,40,5,5.00,3.00,29.81,29.77,29.77,29.77,0,85.84%,31,22.50%,22.50%,100.00%,100.00%,12.50%,5.95,47.89%,14.35,2.87,(0.14)%,85.86%,85.98%,85.71%,80.80
B0C66476XR,TATA,47,17,21.00,12.00,24.47,29.60,28.11,25.28,0,32.52%,47,0.00%,0.00%,91.30%,100.00%,36.17%,1.56,(41.35)%,-12.24,-0.64,25.20%,16.35%,12.23%,0.00%,93.70
B087GK61LY,Diamond,56,2,1.00,0.00,16.59,29.56,29.56,29.36,0,0.30%,50,46.43%,46.43%,60.00%,100.00%,3.57%,14.78,(19.54)%,-5.83,-2.92,(12.28)%,11.20%,12.58%,81.63%,78.40
B087GJ6854,Lechao,100,5,5.00,4.00,21.34,29.45,28.24,23.82,0,31.26%,99,45.00%,45.00%,66.67%,100.00%,5.00%,4.91,(9.77)%,-2.98,-0.50,13.03%,23.00%,20.00%,0.00%,77.50
B087GKX9GM,Lechao,67,6,4.00,0.00,17.08,29.45,27.98,27.98,0,31.37%,67,86.57%,86.57%,71.43%,100.00%,8.96%,4.91,(14.33)%,-4.28,-0.71,13.03%,26.83%,23.33%,0.00%,77.50
B083VKQWR6,Al Rifai,11,5,8.00,4.00,33.65,27.99,27.99,27.98,0,33.48%,11,27.27%,27.27%,83.33%,85.71%,45.45%,5.60,(9.67)%,-2.79,-0.56,24.85%,11.47%,8.62%,0.00%,80.00
B0D3QVP733,UNKNOWN,512,8,168.00,5.00,617.47,27.92,27.67,27.69,0,15.97%,490,22.85%,22.85%,3.96%,100.00%,1.56%,3.49,(71.42)%,-16.92,-2.11,19.17%,0.00%,0.00%,65.68%,62.00
B0CYT6SRXZ,TATA,216,5,100.00,35.00,453.85,27.91,27.91,27.92,0,31.91%,205,16.67%,16.67%,91.75%,100.00%,2.31%,5.58,(5.90)%,-1.71,-0.34,18.71%,16.25%,13.21%,0.00%,87.50
B01LCWY6X6,Hectare's,95,22,113.00,24.00,98.14,27.88,26.49,21.81,0,30.25%,94,56.84%,56.84%,80.41%,100.00%,23.16%,1.03,(33.87)%,-9.62,-0.36,15.91%,23.00%,19.34%,78.02%,70.00
B08XPF9WFR,Staycool,48,5,9.00,5.00,41.65,27.87,28.31,28.31,0,100.82%,47,0.00%,0.00%,100.00%,100.00%,10.42%,5.57,65.22%,18.96,3.79,16.98%,100.99%,83.84%,0.00%,57.50
B0CJLQ26CD,Ulker,84,15,123.00,0.00,602.77,27.57,27.57,27.58,4.32,(96.95)%,78,32.14%,32.14%,68.59%,95.02%,17.86%,1.84,(226.40)%,-58.49,-3.90,(166.59)%,26.67%,71.09%,90.00%,64.20
B083VKRRWR,American Garden,64,11,0.00,2.00,0.00,27.28,26.91,26.93,0,27.69%,60,0.00%,0.00%,0.00%,0.00%,17.19%,2.48,(28.28)%,-8.00,-0.73,12.95%,18.50%,16.10%,0.00%,82.00
B087GL3GHQ,Bazooka,35,1,0.00,0.00,0.00,26.97,26.97,26.97,0,45.59%,35,37.14%,37.14%,0.00%,100.00%,2.86%,26.97,28.88%,7.89,7.89,29.34%,23.00%,16.25%,100.00%,80.70
B004TRNK20,Lotte,263,17,99.00,1.00,92.45,26.94,29.79,21.34,0,20.38%,97,19.39%,19.39%,36.70%,98.47%,6.46%,1.08,(37.26)%,-11.94,-0.48,13.35%,11.46%,9.93%,68.85%,76.70
B0FGD3BR94,Candyland,65,15,53.00,29.00,48.05,26.83,26.19,17.36,0,78.54%,65,29.23%,29.23%,86.79%,100.00%,23.08%,1.12,(6.51)%,-1.90,-0.08,18.90%,76.00%,61.63%,0.00%,78.70
B075733JWC,Chings,89,14,10.00,5.00,11.00,26.80,26.07,21.35,0,32.80%,84,0.00%,0.00%,66.67%,100.00%,15.73%,1.58,(92.79)%,-26.58,-1.56,30.22%,7.57%,5.28%,0.00%,75.80
B001YZEKNI,JULIE'S,82,14,67.00,23.00,127.69,26.26,26.82,25.78,5.70,31.44%,74,41.46%,41.46%,76.32%,86.36%,17.07%,1.88,(115.56)%,-23.61,-1.69,(1.61)%,37.33%,37.93%,61.19%,85.80
B00L305TGG,American Garden,341,14,0.00,2.00,0.00,25.92,25.95,18.58,0,26.69%,296,2.10%,2.10%,0.00%,18.86%,4.11%,1.30,(42.92)%,-11.87,-0.59,14.08%,18.50%,15.90%,28.62%,95.00
B0BMXV1H6S,DEEMAH,392,7,107.00,2.00,407.84,25.89,25.89,25.89,6.50,34.61%,173,58.31%,58.31%,38.03%,99.65%,1.79%,3.70,(6.47)%,-1.73,-0.25,(3.07)%,35.86%,36.96%,92.26%,97.00
B076FK2TJV,UNKNOWN,178,7,115.00,31.00,657.49,25.83,25.83,32.64,25.81,33.14%,151,42.13%,42.13%,94.26%,100.00%,3.93%,4.30,(8.43)%,-2.29,-0.38,(32.83)%,49.67%,65.97%,79.49%,85.70
B087GKVTDB,Zed,16,2,0.00,0.00,0.00,25.76,25.76,25.76,0,2.04%,16,0.00%,0.00%,0.00%,100.00%,12.50%,12.88,(11.63)%,-3.01,-1.51,(26.81)%,22.75%,28.85%,0.00%,84.20
B0DTGL5G3D,Castello since 1907,80,4,0.00,13.00,0.00,25.51,23.72,23.72,0,6.29%,78,0.00%,0.00%,0.00%,0.00%,5.00%,6.38,(30.11)%,-7.75,-1.94,(15.26)%,22.50%,25.93%,40.79%,85.00
B079GXSQC4,UNKNOWN,80,20,259.00,82.00,284.87,25.21,24.54,24.56,0,26.27%,22,38.75%,38.75%,93.57%,100.00%,25.00%,1.26,(114.76)%,-31.29,-1.56,12.72%,16.23%,14.16%,100.00%,73.30
B087GKZR5Z,Diamond,10,2,5.00,4.00,56.36,25.02,25.02,25.06,0,20.25%,9,20.00%,20.00%,100.00%,100.00%,20.00%,12.51,(8.32)%,-2.11,-1.05,9.90%,11.48%,10.35%,57.14%,82.50
B0DCNBLRGN,Nisha,51,6,0.00,0.00,0.00,24.88,24.61,24.64,0,26.72%,51,1.96%,1.96%,60.00%,100.00%,11.76%,4.15,(20.68)%,-5.40,-0.90,(36.79)%,47.23%,64.61%,50.00%,87.50
B07576B8PN,Ching's Secret,91,55,37.00,17.00,12.19,24.86,26.17,26.22,0,34.41%,88,6.67%,6.67%,58.82%,100.00%,60.44%,0.45,(212.34)%,-67.98,-1.24,27.11%,16.40%,11.95%,0.00%,80.50
B09WRKKXWG,Lago,40,7,141.00,61.00,537.43,24.56,22.72,22.72,11.47,26.04%,24,47.50%,47.50%,100.81%,100.00%,17.50%,3.51,(35.87)%,-7.71,-1.10,(8.64)%,38.00%,41.28%,53.85%,77.50
B087GJFD6Q,Stone Chocolate,123,7,130.00,129.00,566.29,24.39,24.39,24.39,19.59,30.54%,116,70.73%,70.73%,100.00%,55.36%,5.69%,3.48,(14.88)%,-3.88,-0.55,(25.00)%,44.43%,55.54%,0.00%,77.50
B087GKK8YY,Quanwang,14,0,0.00,0.00,0.00,24.15,21.73,0.00,0,30.00%,14,100.00%,100.00%,0.00%,100.00%,0.00%,24.15,21.92%,4.81,4.81,9.09%,34.00%,30.91%,0.00%,78.70
B0C2VMBP1G,MARTINELLI'S,30,3,25.00,3.00,121.15,23.79,24.70,14.37,0,23.86%,29,33.33%,33.33%,0.00%,100.00%,10.00%,4.76,(16.20)%,-4.19,-0.84,(1.85)%,25.25%,25.72%,86.21%,77.00
B087GKXXHH,Lechao,71,5,4.00,1.00,17.08,23.48,23.01,23.01,0,27.99%,70,64.79%,64.79%,50.00%,100.00%,7.04%,4.70,(29.61)%,-7.38,-1.48,9.10%,23.00%,20.91%,0.00%,76.90
B087GKJ2LC,Cloetta,41,2,0.00,0.00,0.00,23.16,23.16,23.16,9.08,32.52%,30,53.66%,53.66%,0.00%,100.00%,4.88%,11.58,2.47%,0.59,0.30,(4.62)%,35.50%,37.14%,87.50%,0
B01CEIFG4A,American Garden,71,7,3.00,0.00,8.93,23.14,22.13,22.12,0,22.37%,60,38.03%,38.03%,84.62%,100.00%,9.86%,3.31,(32.06)%,-7.64,-1.09,9.97%,18.62%,16.76%,56.60%,90.00
B003N2ZUJS,UNKNOWN,40,3,1.00,10.00,5.99,23.06,22.59,22.59,0,25.82%,39,0.00%,0.00%,0.00%,0.00%,7.50%,7.69,(21.10)%,-4.99,-1.66,7.93%,21.64%,19.92%,0.00%,85.80
B0DT63965V,TATA GLOBAL BEVeRAGES,37,4,4.00,6.00,17.54,22.98,22.98,22.98,10.53,36.12%,36,2.70%,2.70%,50.00%,100.00%,10.81%,5.74,(28.77)%,-4.36,-1.09,23.64%,16.34%,12.48%,0.00%,63.50
B00CJ8LEO2,AriZona,105,-2,6.00,0.00,21.81,22.56,25.15,-2.04,0,27.74%,58,73.91%,73.91%,5.37%,99.18%,(1.90)%,3.76,5.56%,1.42,0.24,3.33%,25.25%,24.41%,0.00%,81.00
B0FLDCQ5VK,DIAMOND دايموند,45,4,4.00,0.00,20.42,22.47,23.76,23.76,0,19.35%,45,55.56%,55.56%,100.00%,100.00%,8.89%,5.62,(24.23)%,-6.18,-1.55,9.11%,11.27%,10.24%,0.00%,64.90
B07NF6BKJW,Bazooka,25,1,2.00,1.00,40.84,22.46,22.46,22.46,0,30.00%,22,48.00%,48.00%,100.00%,100.00%,4.00%,22.46,12.00%,2.75,2.75,9.09%,23.00%,20.91%,0.00%,76.90
B07N1PGTRF,Foster Clarks,320,31,14.00,0.00,19.93,22.42,21.85,48.74,0,23.21%,299,69.06%,69.06%,56.79%,100.00%,9.69%,1.60,(76.46)%,-18.82,-1.34,11.08%,16.48%,14.66%,95.85%,75.00
B09QJ3DZPR,Rhythm 108,10,5,4.00,0.00,20.36,22.40,22.40,28.01,0,30.00%,3,90.00%,90.00%,0.00%,0.00%,50.00%,5.60,1.46%,0.08,0.02,9.09%,23.00%,20.91%,0.00%,86.00
B083VK9J27,American Garden,57,10,0.00,0.00,0.00,22.37,22.11,25.07,0,15.11%,44,31.58%,31.58%,0.00%,0.00%,17.54%,2.49,(75.73)%,-17.94,-1.99,(2.85)%,18.59%,19.12%,39.29%,85.80
B00B73QIF0,Foster Clarks,173,11,15.00,1.00,20.17,22.36,22.17,17.94,0,21.82%,67,15.03%,15.03%,2.02%,94.12%,6.36%,1.60,(154.69)%,-27.89,-1.99,15.79%,10.04%,8.45%,51.52%,85.00
B0DPXFVLHM,Lilly & Luna,105,22,21.00,17.00,21.73,22.28,22.29,23.57,0,85.68%,103,0.00%,0.00%,95.24%,100.00%,20.95%,1.06,(19.51)%,-4.71,-0.22,2.48%,88.72%,86.52%,0.00%,87.50
B087GJH1JV,MIR,38,3,2.00,0.00,10.98,22.23,20.73,20.73,0,42.97%,34,44.74%,44.74%,50.00%,100.00%,7.89%,7.41,6.99%,1.52,0.51,25.94%,32.11%,23.78%,0.00%,81.20
B07YHX3T9F,Cala,51,8,15.00,10.00,75.96,22.18,22.18,22.18,0,141.46%,51,37.25%,37.25%,100.00%,100.00%,15.69%,2.77,59.88%,14.18,1.77,(82.64)%,122.29%,223.36%,0.00%,70.00
B083VKH3K8,American Garden,60,9,15.00,11.00,32.38,22.17,21.67,22.15,0,26.57%,58,28.33%,28.33%,100.00%,100.00%,15.00%,2.46,(38.25)%,-8.52,-0.95,12.35%,18.77%,16.45%,65.63%,82.00
B07W15T3RH,Cala,11,2,2.00,1.00,10.94,22.10,22.10,22.10,0,88.12%,4,70.00%,70.00%,100.00%,100.00%,18.18%,11.05,71.35%,15.99,8.00,50.48%,76.00%,37.63%,0.00%,82.50
B08XPCR597,Staycool,5,2,2.00,1.00,9.26,22.07,22.07,22.07,0,89.93%,5,20.00%,20.00%,100.00%,100.00%,40.00%,11.03,63.99%,14.37,7.19,58.06%,76.00%,31.88%,0.00%,47.50
B087GLHXCZ,Nom Noms,60,10,0.00,0.00,0.00,21.75,22.31,22.31,0,27.77%,60,13.33%,13.33%,0.00%,100.00%,16.67%,2.17,(17.34)%,-4.02,-0.40,9.24%,24.16%,21.93%,63.33%,75.00
B087GMJGY2,Tian's,106,10,114.00,68.00,278.09,21.71,21.31,21.31,10.69,28.48%,101,45.28%,45.28%,99.12%,100.00%,9.43%,2.17,(34.79)%,-8.17,-0.82,(12.34)%,38.00%,42.69%,0.00%,78.40
B087GKFJ9R,Bazooka,17,1,1.00,1.00,19.60,21.56,21.56,21.56,0,30.00%,16,5.88%,5.88%,100.00%,100.00%,5.88%,21.56,9.63%,2.12,2.12,9.09%,23.00%,20.91%,0.00%,78.70
B0DK651TLX,Unifresh,83,21,495.00,169.00,503.57,21.50,21.15,21.16,0,20.00%,30,0.00%,0.00%,0.00%,0.00%,25.30%,1.02,(134.90)%,-34.30,-1.63,8.24%,13.57%,12.45%,0.00%,0
B018W7M96U,UNKNOWN,18,3,0.00,0.00,0.00,21.39,22.17,22.17,0,38.26%,17,38.89%,38.89%,0.00%,100.00%,16.67%,7.13,0.74%,0.17,0.06,19.82%,23.00%,18.44%,0.00%,84.20
B07YHYGS5S,UNKNOWN,13,3,3.00,1.00,17.89,20.80,20.80,20.80,0,79.36%,13,23.08%,23.08%,100.00%,100.00%,23.08%,6.93,33.59%,7.37,2.46,14.01%,76.00%,65.36%,0.00%,78.70
B0969ZM844,Bazooka,18,1,1.00,1.00,19.60,20.66,20.66,20.66,0,26.96%,18,22.22%,22.22%,100.00%,100.00%,5.56%,20.66,8.14%,1.72,1.72,5.14%,23.00%,21.82%,0.00%,87.50
B087GL6V2M,Freakin Healthy,83,12,170.00,0.00,393.41,20.65,20.65,30.97,0,31.92%,24,19.28%,19.28%,92.86%,33.18%,14.46%,2.58,8.17%,1.73,0.22,10.34%,24.07%,21.58%,48.44%,90.50
B09BVT2CS7,UNKNOWN,13,20,24.00,4.00,20.12,20.58,18.53,18.53,0,21.59%,13,0.00%,0.00%,0.00%,0.00%,153.85%,1.03,(12.18)%,-2.34,-0.12,18.52%,16.02%,13.05%,0.00%,62.50
B0DT5Z95MT,TATA GLOBAL BEVeRAGES,73,4,88.00,31.00,366.56,20.50,19.96,19.98,0,31.48%,72,34.25%,34.25%,96.59%,100.00%,5.48%,5.12,(2.49)%,-0.52,-0.13,18.70%,15.98%,12.99%,0.00%,63.50
B087GKZR61,Diamond,9,1,0.00,0.00,0.00,20.34,23.97,23.97,0,20.69%,9,44.44%,44.44%,50.00%,100.00%,11.11%,20.34,14.83%,3.56,3.56,13.79%,8.00%,6.90%,0.00%,72.50
B0FGD628JN,Candyland,35,6,5.00,5.00,14.25,20.22,19.89,19.89,0,78.03%,34,5.71%,5.71%,11.54%,100.00%,17.14%,3.37,41.35%,8.59,1.43,15.43%,76.00%,64.27%,0.00%,81.50
B083VKNDBM,Foster Clarks,90,7,47.00,2.00,150.86,20.13,19.30,17.27,0,(24.02)%,72,32.22%,32.22%,0.00%,0.00%,7.78%,2.24,(117.38)%,-20.55,-2.28,(43.53)%,16.45%,23.61%,63.64%,0
B0FGD8Z4VC,Candyland,50,6,0.00,7.00,0.00,20.05,19.88,19.88,0,78.68%,50,0.00%,0.00%,0.00%,100.00%,12.00%,3.34,24.49%,5.26,0.88,14.68%,76.00%,64.84%,0.00%,76.50
B087GMBZDM,Palazi,111,3,3.00,0.00,17.38,19.99,21.20,21.24,0,47.53%,7,13.51%,13.51%,0.00%,0.00%,2.70%,6.66,19.04%,4.12,1.37,13.04%,39.67%,34.50%,0.00%,0
B087GMS6H7,Bazooka,5,2,2.00,1.00,39.20,19.76,19.76,19.76,0,(53.24)%,5,0.00%,0.00%,0.00%,0.00%,40.00%,9.88,(80.37)%,-16.51,-8.25,(98.37)%,22.75%,45.13%,0.00%,87.50
B00JGZRPYE,Shan,21,8,11.00,2.00,26.95,19.54,19.83,19.83,2.65,21.18%,19,4.76%,4.76%,83.33%,100.00%,38.10%,2.44,(80.90)%,-15.48,-1.93,(0.33)%,22.61%,22.69%,0.00%,72.50
B0881MF429,Eti,130,1,0.00,0.00,0.00,19.43,16.58,9.46,0,24.48%,94,99.23%,99.23%,0.00%,100.00%,0.77%,9.72,(7.40)%,-1.36,-0.68,15.27%,23.00%,19.49%,0.00%,62.50
B083VKVVJZ,Al Rifai,3,3,4.00,0.00,14.53,19.34,19.10,14.26,0,29.89%,3,66.67%,66.67%,0.00%,0.00%,100.00%,4.84,(31.10)%,-6.18,-1.55,24.89%,8.35%,6.27%,0.00%,73.40
B08J533SSS,Vaadi Herbals,113,1,1.00,0.00,16.85,19.04,19.04,19.04,0,37.16%,85,0.00%,0.00%,0.00%,0.00%,0.88%,19.04,20.32%,3.95,3.95,11.50%,29.00%,25.67%,0.00%,100.00
B079HP47FS,Gerber,55,5,36.00,2.00,134.96,18.90,18.74,18.75,5.91,27.99%,35,88.68%,88.68%,70.59%,100.00%,9.09%,3.78,(29.71)%,-5.83,-1.17,0.81%,28.22%,27.99%,88.57%,83.30
B0DPXDXD73,Lilly & Luna,35,10,15.00,9.00,22.46,18.79,18.22,18.24,0,77.86%,35,0.00%,0.00%,100.00%,100.00%,28.57%,1.88,(5.14)%,-0.95,-0.10,20.29%,76.00%,60.58%,0.00%,83.50
B0DMP78G8B,Jacobs,9,2,9.00,0.00,15.93,18.67,18.05,4.04,0,33.84%,9,33.33%,33.33%,0.00%,100.00%,22.22%,2.07,(19.22)%,-3.73,-0.41,14.70%,26.35%,22.48%,0.00%,73.50
B007M88L1I,Lago,36,5,129.00,53.00,395.11,18.36,17.44,17.31,0,33.94%,30,27.78%,27.78%,100.92%,100.00%,13.89%,3.67,(37.39)%,-6.59,-1.32,16.60%,26.81%,22.36%,88.89%,76.70
B08HLTCPKW,Duck & Dry,26,7,0.00,9.00,0.00,18.18,17.53,17.53,0,(389.97)%,25,0.00%,0.00%,0.00%,0.00%,26.92%,2.60,(787.10)%,-89.37,-12.77,(507.97)%,20.00%,121.59%,0.00%,87.50
B07P67PSSD,Jack N Jill,71,8,101.00,0.00,210.91,18.12,18.01,15.85,0,16.45%,32,37.10%,37.10%,100.00%,7.62%,11.27%,2.01,(89.23)%,-17.78,-1.98,(3.73)%,20.00%,20.75%,100.00%,0
B01M4IDUTR,UNKNOWN,103,15,286.00,201.00,251.50,18.02,17.52,17.52,0,35.17%,100,48.54%,48.54%,97.95%,100.00%,14.56%,1.20,(78.60)%,-15.06,-1.00,26.80%,15.24%,11.16%,60.00%,61.50
B07576775Y,Ching's Secret,89,39,31.00,9.00,10.21,17.94,17.42,38.15,0,37.39%,83,5.62%,5.62%,57.50%,100.00%,43.82%,0.46,(722.69)%,-68.08,-1.75,28.40%,16.34%,11.70%,0.00%,75.50
B00L28CYZ8,American Garden,219,5,52.00,30.00,220.29,17.94,17.48,21.98,0,20.48%,174,57.08%,57.08%,85.25%,100.00%,2.28%,4.48,(5.11)%,-0.92,-0.23,5.53%,18.50%,17.48%,78.79%,93.00
B004DIVZKY,AriZona,13,5,0.00,18.00,0.00,17.82,11.66,11.66,0,(10.53)%,13,0.00%,0.00%,0.00%,0.00%,38.46%,3.56,(74.62)%,-9.49,-1.90,2.63%,22.00%,21.42%,0.00%,72.00
B07XB1PWSX,Suncola,98,8,4.00,0.00,11.21,17.74,17.15,23.07,0,12.42%,80,28.57%,28.57%,16.67%,100.00%,8.16%,2.96,(32.04)%,-5.93,-0.99,5.25%,10.00%,9.48%,100.00%,76.00
B0CZLC4GSB,Ching's Secret,69,5,13.00,3.00,42.72,17.57,17.35,21.75,0,36.11%,61,79.71%,79.71%,68.75%,100.00%,7.25%,4.39,(30.82)%,-5.65,-1.41,25.19%,16.28%,12.18%,0.00%,73.50
B083VKYQP7,American Garden,66,6,0.00,0.00,0.00,17.46,17.03,17.03,0,26.60%,62,28.13%,28.13%,0.00%,0.00%,9.09%,2.91,(41.73)%,-7.68,-1.28,13.00%,18.50%,16.09%,0.00%,82.00
B0B82VZGLZ,Mr Makhana,15,9,25.00,9.00,26.88,17.42,14.52,8.12,0,55.74%,15,20.00%,20.00%,96.77%,100.00%,60.00%,1.09,(59.67)%,-9.96,-0.62,1.23%,72.06%,71.17%,80.00%,78.20
B08GL93MQP,Madhoor,31,9,1.00,0.00,1.81,17.27,16.65,16.65,0,29.44%,30,38.71%,38.71%,4.00%,100.00%,29.03%,1.92,(86.85)%,-16.36,-1.82,5.64%,29.03%,27.39%,0.00%,85.70
B09KTYRQBK,PINA,43,2,12.00,11.00,119.57,17.26,17.26,17.26,0,11.10%,38,58.14%,58.14%,91.67%,100.00%,4.65%,8.63,(16.37)%,-2.92,-1.46,(15.46)%,23.00%,26.56%,0.00%,75.00
B08PFV8MRC,Whittaker's,74,4,0.00,0.00,0.00,17.22,15.50,39.63,0,33.05%,62,100.00%,100.00%,0.00%,100.00%,5.41%,8.61,12.86%,2.05,1.03,13.06%,34.49%,29.99%,0.00%,0
B07P83LFGN,Afia,112,5,19.00,5.00,56.85,16.93,16.06,16.06,0,18.40%,91,52.68%,52.68%,64.29%,100.00%,4.46%,3.39,(55.95)%,-9.92,-1.98,11.63%,11.27%,9.96%,79.22%,75.00
B0D6748NQG,BN,58,7,102.00,22.00,305.47,16.81,16.58,19.77,6.50,35.03%,52,43.10%,43.10%,82.81%,91.43%,12.07%,2.80,(24.54)%,-4.44,-0.74,(6.90)%,40.50%,43.29%,67.31%,80.80
B0FXLYSRMB,Mr Makhana,10,5,6.00,2.00,20.42,16.41,16.41,20.69,0,80.10%,10,10.00%,10.00%,66.67%,100.00%,50.00%,4.10,13.56%,2.40,0.60,17.07%,76.00%,63.03%,0.00%,78.70
B0F143XVHC,Mr Makhana,12,5,3.00,0.00,7.76,16.40,16.00,16.00,3.11,78.94%,12,33.33%,33.33%,50.00%,100.00%,41.67%,3.28,27.15%,4.60,0.92,21.12%,76.00%,59.95%,0.00%,75.90
B087GJ9617,Swasco,69,1,0.00,0.00,0.00,16.10,15.56,5.90,0,29.99%,3,0.00%,0.00%,0.00%,0.00%,1.45%,5.37,(190.15)%,-10.60,-3.53,9.08%,26.66%,24.24%,0.00%,0
