ASIN,Brand Name,GV(Dec 2025 ),Net Ordered Units(Dec 2025 ),Net Receipts (Units)(Dec 2025 ),Total Inventory Units(Dec 2025 ),Net Receipts($)(Dec 2025 ),Product GMS($)(Dec 2025 ),Gross Shipped GMS($)(Dec 2025 ),Net Ordered GMS($)(Dec 2025 ),Deal GMS($)(Dec 2025 ),Net PPM(Dec 2025 )(%),Amzn GV(Dec 2025 ),SoROOS(%)(Dec 2025 )(%),Daily SoRoos%(Dec 2025 )(%),Fill Rate - Sourceable(Dec 2025 )(%),Vendor Confirmation Rate - Sourceable(Dec 2025 )(%),Conversion Rate(Dec 2025 )(%),ASP(Dec 2025 ),CM(Dec 2025 )(%),CP($)(Dec 2025 ),CPPU(Dec 2025 ),PPM(Dec 2025 )(%),CCOGS As A % Of PCOGS(Dec 2025 )(%),CCOGS As A % Of Revenue(Dec 2025 )(%),External Box Price Competitiveness (% Of GV)(Dec 2025 )(%),IDQ Score(Dec 2025 )
B0971V7H52,Mr Makhana,10,12,29.00,21.00,70.66,39.38,37.69,35.48,0,72.01%,10,90.00%,90.00%,95.00%,100.00%,120.00%,3.03,21.16%,8.47,0.65,19.57%,70.56%,56.75%,100.00%,78.20
B01BHW7EVC,AriZona,56,8,96.00,84.00,333.24,39.25,36.33,25.86,0,(24.70)%,56,0.00%,0.00%,37.21%,100.00%,14.29%,2.31,(97.15)%,-33.59,-1.98,(50.33)%,22.00%,33.07%,0.00%,87.50
B091VRT6S1,American Garden,78,5,36.00,31.00,260.42,39.16,38.00,38.01,0,21.77%,78,84.62%,84.62%,100.00%,100.00%,6.41%,7.83,(11.32)%,-4.53,-0.91,7.64%,18.50%,17.09%,90.79%,100.00
B01ITA6H36,TETLEY,14,6,0.00,0.00,0.00,38.81,40.02,40.07,0,24.62%,14,28.57%,28.57%,100.00%,100.00%,42.86%,6.47,(10.19)%,-4.20,-0.70,10.23%,16.03%,14.39%,0.00%,61.00
B00JDC1Y5G,Zed,43,2,3.00,9.00,49.01,38.54,38.54,38.54,0,34.73%,41,0.00%,0.00%,0.00%,0.00%,4.65%,19.27,20.22%,7.92,3.96,15.23%,23.00%,19.50%,0.00%,87.50
B000WGBLOQ,Gerber,63,8,6.00,3.00,34.61,38.31,38.96,38.98,0,6.15%,37,46.03%,46.03%,0.00%,0.00%,12.70%,4.79,(41.77)%,-17.02,-2.13,(20.47)%,22.09%,26.62%,93.33%,0
B0847QHPHD,Bazooka Candy Brands,158,20,119.00,22.00,199.57,38.18,36.82,36.38,0,29.38%,155,23.42%,23.42%,36.55%,100.00%,12.66%,1.82,(49.07)%,-20.44,-0.97,7.76%,27.29%,25.17%,55.24%,95.00
B087GK2ST5,Zed,9,1,4.00,2.00,76.23,38.12,38.12,19.06,0,23.00%,9,33.33%,33.33%,0.00%,100.00%,11.11%,19.06,2.59%,1.02,0.51,0.00%,23.00%,23.00%,0.00%,83.70
B08ZQF4KQJ,Afia,39,2,3.00,34.00,30.53,37.75,35.86,35.86,0,46.96%,39,0.00%,0.00%,100.00%,100.00%,5.13%,18.88,32.22%,11.75,5.88,46.08%,10.91%,5.88%,36.36%,70.00
B01CEHAE20,American Garden,246,11,236.00,157.00,702.27,37.02,36.86,33.78,0,19.47%,218,39.02%,39.02%,77.36%,100.00%,4.47%,3.08,(44.03)%,-18.17,-1.51,3.53%,16.96%,16.36%,73.79%,90.00
B01EE2KGU8,WONDERFUL,3,8,0.00,0.00,0.00,36.53,35.61,35.61,0,34.13%,3,0.00%,0.00%,0.00%,0.00%,266.67%,4.57,(10.01)%,-3.80,-0.48,17.71%,23.00%,18.93%,0.00%,84.20
B083VK72KB,TATA,17,6,6.00,5.00,49.71,36.42,35.84,35.84,0,(14.86)%,17,0.00%,0.00%,0.00%,0.00%,35.29%,6.07,(41.75)%,-15.59,-2.60,(36.48)%,15.93%,21.74%,64.71%,100.00
B07CX3FHMB,General Mills,101,3,22.00,21.00,241.14,36.18,36.18,36.18,0,38.12%,58,96.04%,96.04%,100.00%,100.00%,2.97%,12.06,18.22%,6.73,2.24,9.11%,31.92%,29.02%,0.00%,94.50
B08C1BXHZT,Sun Vita,132,10,1103.00,671.00,3360.30,36.17,35.96,40.02,0,32.00%,119,32.58%,32.58%,98.93%,100.00%,7.58%,4.02,(32.27)%,-12.28,-1.36,24.19%,11.05%,8.37%,56.36%,83.40
B088TX2BMQ,BEST,19,6,9.00,3.00,62.48,35.68,35.00,35.00,27.47,34.09%,19,0.00%,0.00%,100.00%,100.00%,31.58%,5.95,11.06%,4.06,0.68,(16.76)%,45.17%,52.74%,100.00%,82.50
B001AS8QPC,General Mills,12,5,12.00,10.00,87.92,35.65,34.94,34.96,0,16.01%,7,66.67%,66.67%,100.00%,100.00%,41.67%,7.13,(13.93)%,-5.02,-1.00,(2.75)%,20.20%,20.76%,75.00%,93.50
B00L28CNI6,American Garden,75,10,46.00,53.00,177.08,35.58,36.52,41.14,0,18.43%,64,13.33%,13.33%,100.00%,100.00%,13.33%,3.95,(20.31)%,-7.75,-0.86,2.62%,18.50%,18.02%,52.00%,96.00
B0CD5TQ2MM,UNKNOWN,5,4,0.00,54.00,0.00,35.56,35.56,35.56,0,9.21%,5,100.00%,100.00%,0.00%,100.00%,80.00%,8.89,(22.46)%,-8.18,-2.05,9.21%,0.00%,0.00%,0.00%,72.50
B07NF773RN,Namakin,58,9,64.00,12.00,223.90,35.48,35.03,39.50,0,38.00%,57,0.00%,0.00%,4.27%,100.00%,15.52%,4.44,(24.23)%,-8.94,-1.12,21.12%,23.00%,18.14%,25.00%,66.20
B004PELWAY,Gerber,21,6,24.00,1.00,138.46,35.39,35.14,30.33,0,26.18%,5,66.67%,66.67%,100.00%,100.00%,28.57%,5.06,(3.61)%,-1.33,-0.19,2.19%,25.25%,24.70%,100.00%,0
B08HLT86PF,Duck & Dry,18,2,0.00,2.00,0.00,35.34,35.34,35.35,0,79.66%,18,0.00%,0.00%,0.00%,0.00%,11.11%,17.67,62.10%,22.31,11.15,15.25%,76.00%,64.41%,0.00%,87.50
B07P8BSM8D,American Garden,79,10,25.00,34.00,90.46,35.20,34.90,34.90,0,15.37%,71,0.00%,0.00%,100.00%,100.00%,12.66%,3.52,(33.42)%,-12.19,-1.22,(2.80)%,18.50%,19.02%,44.44%,97.00
B07G8CWVGD,American Garden,35,7,0.00,3.00,0.00,34.93,34.44,34.45,0,21.05%,34,0.00%,0.00%,100.00%,100.00%,20.00%,4.99,(14.67)%,-5.24,-0.75,4.86%,18.50%,17.60%,28.57%,97.00
B075VQMLVN,Erko,79,6,17.00,51.00,75.21,34.47,31.16,24.98,0,25.81%,73,40.51%,40.51%,0.00%,0.00%,7.59%,4.31,(118.38)%,-19.07,-2.38,(2.69)%,37.08%,38.08%,90.00%,80.00
B07MFL7W8F,UNKNOWN,57,2,3.00,1.00,20.77,33.97,33.97,22.65,0,54.34%,57,84.21%,84.21%,60.00%,100.00%,3.51%,11.32,24.44%,8.40,2.80,38.86%,25.33%,15.49%,100.00%,81.70
B01L774J5G,Hectare's,18,22,24.00,13.00,32.67,33.96,32.32,32.32,0,26.33%,18,0.00%,0.00%,21.98%,100.00%,122.22%,1.54,(23.19)%,-7.96,-0.36,11.82%,21.95%,19.36%,100.00%,83.50
B07ZJ2451Q,Whittaker,58,5,6.00,145.00,46.15,33.85,32.96,41.42,0,29.80%,57,43.10%,43.10%,37.50%,100.00%,8.62%,8.46,(3.26)%,-1.16,-0.29,9.11%,23.00%,20.91%,0.00%,81.00
B07NF76KKP,JULIE'S,29,2,0.00,6.00,0.00,33.84,32.15,32.15,0,30.00%,27,0.00%,0.00%,0.00%,100.00%,6.90%,16.92,7.46%,2.43,1.21,9.09%,28.50%,25.91%,0.00%,60.00
B00CJ8L8RA,AriZona,42,9,0.00,17.00,0.00,33.84,26.74,26.76,0,7.23%,42,0.00%,0.00%,0.00%,0.00%,21.43%,3.76,(25.33)%,-7.05,-0.78,7.68%,22.00%,20.31%,0.00%,82.50
B0BN5F5TBW,Bazooka,36,10,82.00,27.00,137.30,33.70,31.49,19.88,0,12.58%,35,33.33%,33.33%,21.43%,100.00%,27.78%,1.53,(32.31)%,-10.77,-0.49,(9.29)%,26.03%,28.45%,76.47%,85.70
B001EQ4H1M,UNKNOWN,9,4,1.00,14.00,8.43,33.70,33.70,33.72,0,25.23%,9,22.22%,22.22%,0.00%,0.00%,44.44%,8.43,3.56%,1.23,0.31,(0.03)%,25.25%,25.26%,0.00%,78.70
B00Y8C7MDE,Elledi,102,5,175.00,47.00,857.60,33.48,30.69,25.34,0,29.89%,100,5.88%,5.88%,50.92%,100.00%,4.90%,4.78,(5.03)%,-1.63,-0.23,(2.46)%,39.70%,40.68%,43.56%,81.70
B07P76HBPW,American Garden,60,10,24.00,12.00,61.35,33.45,32.62,27.33,0,23.28%,54,8.33%,8.33%,66.67%,100.00%,16.67%,2.79,(36.43)%,-13.21,-1.10,8.30%,18.50%,16.96%,82.35%,98.50
B0881MF41S,Elvan,44,4,8.00,46.00,57.74,33.20,33.20,33.20,0,33.05%,42,84.09%,84.09%,0.00%,0.00%,9.09%,8.30,12.88%,4.39,1.10,13.05%,23.00%,20.00%,100.00%,84.50
B087C6WK5P,Little Freddie,5,16,33.00,15.00,83.82,32.79,31.15,45.32,0,29.39%,4,80.00%,80.00%,20.00%,100.00%,320.00%,2.98,4.93%,1.57,0.14,14.79%,23.00%,19.60%,100.00%,81.70
B00L2ZKQ92,American Garden,18,6,12.00,5.00,53.91,32.66,31.27,26.60,0,17.27%,18,0.00%,0.00%,0.00%,0.00%,33.33%,4.67,(39.60)%,-10.21,-1.46,3.73%,18.50%,17.81%,11.11%,98.30
B07HFFC729,American Garden,61,7,12.00,6.00,50.41,32.49,32.26,32.26,0,25.52%,53,52.46%,52.46%,100.00%,100.00%,11.48%,4.64,(10.81)%,-3.68,-0.53,9.50%,18.50%,16.74%,100.00%,95.80
B09CWX9NDP,UNKNOWN,87,7,145.00,291.00,275.55,32.48,31.79,31.79,4.82,63.50%,87,0.00%,0.00%,108.33%,100.00%,8.05%,4.64,15.62%,5.17,0.74,59.04%,16.09%,6.59%,100.00%,69.10
B0793H1351,La Molisana,14,5,0.00,2.00,0.00,32.37,31.69,31.69,0,38.24%,14,0.00%,0.00%,0.00%,100.00%,35.71%,6.47,5.01%,1.67,0.33,20.01%,23.00%,18.40%,0.00%,65.50
B01DA5BU6Y,American Garden,135,0,53.00,37.00,258.43,32.28,32.28,0.00,0,26.13%,109,46.67%,46.67%,100.00%,100.00%,0.00%,5.38,2.79%,0.91,0.15,9.36%,18.50%,16.77%,100.00%,100.00
B00L305VAU,American Garden,44,36,0.00,41.00,0.00,32.20,30.65,30.66,0,1.01%,38,13.64%,13.64%,100.00%,100.00%,81.82%,0.89,(99.59)%,-33.04,-0.92,(10.81)%,18.50%,20.50%,47.37%,85.00
B087GJKXV6,Orion,31,6,10.00,2.00,36.59,32.19,32.28,25.04,0,29.98%,30,32.26%,32.26%,0.00%,100.00%,19.35%,4.02,(6.83)%,-2.35,-0.29,9.07%,27.13%,24.67%,0.00%,81.50
B00XA794UW,Gerber,23,4,4.00,0.00,27.23,32.00,32.00,32.47,0,36.40%,23,21.74%,21.74%,100.00%,100.00%,17.39%,8.00,1.31%,0.44,0.11,14.92%,25.25%,21.48%,0.00%,83.30
B087GMVKR5,Erko,101,25,66.00,58.00,50.31,31.96,30.64,21.42,0,27.73%,97,37.62%,37.62%,3.33%,100.00%,24.75%,0.78,(91.80)%,-28.54,-0.70,2.20%,30.32%,29.65%,0.00%,77.50
B0CYT9BCRH,TATA,80,8,98.00,66.00,239.59,31.13,32.43,26.41,0,35.30%,65,10.00%,10.00%,93.67%,100.00%,10.00%,3.11,(2.72)%,-0.92,-0.09,21.48%,16.05%,12.60%,0.00%,86.00
B0767DQL11,Erko,119,11,213.00,14.00,519.59,31.08,31.24,23.06,0,17.90%,118,78.15%,78.15%,83.68%,100.00%,9.24%,2.07,(69.00)%,-24.43,-1.63,(17.74)%,33.27%,39.17%,88.14%,80.00
B00IT8KMF8,ZPC,91,5,22.00,17.00,110.99,31.05,29.75,29.75,0,35.18%,81,9.89%,9.89%,0.00%,100.00%,5.49%,6.21,8.52%,2.69,0.54,18.76%,23.00%,18.68%,45.57%,62.50
B0CB89CDSW,Candyland,25,4,35.00,56.00,326.74,30.80,30.29,39.53,0,76.51%,25,0.00%,0.00%,100.00%,100.00%,16.00%,10.27,61.79%,19.02,6.34,9.07%,76.00%,69.11%,0.00%,85.00
B0CV7FQR8K,Zeeba,56,2,0.00,0.00,0.00,30.72,30.72,30.72,0,37.40%,22,69.64%,69.64%,50.00%,100.00%,3.57%,15.36,4.95%,1.57,0.79,18.70%,23.00%,18.70%,0.00%,0
B0DQLLVRXB,Barebells,18,8,0.00,39.00,0.00,30.69,29.10,29.14,0,21.30%,17,16.67%,16.67%,0.00%,100.00%,44.44%,3.84,(30.83)%,-9.38,-1.17,26.47%,0.00%,0.00%,76.47%,57.50
B07NF5Y85R,American Garden,103,8,36.00,27.00,111.34,30.21,29.71,26.37,0,23.24%,96,46.60%,46.60%,66.67%,75.00%,7.77%,3.36,(38.47)%,-12.14,-1.35,7.87%,18.50%,17.04%,67.07%,76.90
B0CTTP99B9,Mr Makhana,32,10,10.00,0.00,34.03,30.09,28.93,26.99,0,69.00%,30,46.88%,46.88%,100.00%,95.12%,31.25%,3.01,20.22%,6.32,0.63,(13.11)%,76.00%,85.97%,86.67%,83.20
B0FGD6KPV5,Candyland,40,8,15.00,24.00,48.60,30.08,27.11,27.13,0,76.69%,40,0.00%,0.00%,0.00%,0.00%,20.00%,3.76,33.58%,10.41,1.30,13.83%,76.00%,65.49%,0.00%,71.50
B00OD85QW2,UNKNOWN,89,19,28.00,5.00,26.15,29.95,28.99,25.09,0,32.92%,87,31.46%,31.46%,68.97%,100.00%,21.35%,1.30,(106.73)%,-28.09,-1.22,28.29%,10.93%,7.84%,0.00%,69.10
B07NF59N4D,Namakin,229,9,257.00,125.00,699.69,29.92,31.05,31.05,0,36.37%,220,5.24%,5.24%,11.54%,100.00%,3.93%,3.32,(57.91)%,-13.38,-1.49,18.10%,23.00%,18.84%,0.00%,76.20
B07575VD7D,Chings,49,23,6.00,4.00,6.60,29.49,30.27,30.28,0,26.19%,49,0.00%,0.00%,66.67%,100.00%,46.94%,1.28,(61.32)%,-20.70,-0.90,14.23%,16.01%,13.73%,100.00%,75.00
B01CEI7ZF8,American Garden,61,10,60.00,35.00,178.54,29.16,27.12,30.36,0,19.42%,58,26.23%,26.23%,85.07%,100.00%,16.39%,3.24,(39.20)%,-11.75,-1.31,8.15%,18.50%,16.99%,52.94%,91.70
B07MTXFYBT,American Garden,97,6,101.00,53.00,281.57,28.58,27.08,18.27,0,21.09%,85,5.15%,5.15%,86.52%,100.00%,6.19%,3.18,(24.67)%,-7.09,-0.79,11.39%,16.29%,14.44%,43.66%,98.50
B00L2ZKJ3A,American Garden,48,10,312.00,288.00,873.21,28.53,28.97,28.99,0,17.06%,0,0.00%,0.00%,100.00%,100.00%,20.83%,2.85,(68.42)%,-12.99,-1.30,1.91%,18.50%,18.15%,72.73%,98.30
B00R2UOFWU,Dilmah,55,1,0.00,1.00,0.00,28.34,28.34,9.59,0,30.40%,14,74.55%,74.55%,0.00%,100.00%,1.82%,9.45,13.69%,3.88,1.29,17.14%,16.00%,13.26%,42.86%,0
B00A20QR8M,UNKNOWN,90,9,125.00,116.00,272.25,28.01,26.77,26.77,0,78.78%,87,58.89%,58.89%,0.00%,61.73%,10.00%,3.11,64.00%,17.12,1.90,30.01%,76.00%,53.19%,0.00%,79.50
B0FGD3Y82G,Candyland,37,9,17.00,37.00,48.46,28.01,26.94,26.98,0,75.72%,36,0.00%,0.00%,0.00%,0.00%,24.32%,3.11,24.62%,7.44,0.83,8.40%,76.00%,69.62%,0.00%,60.90
B00OCXS8AK,UNKNOWN,61,6,52.00,39.00,184.04,27.97,27.97,17.39,14.11,22.92%,48,13.11%,13.11%,91.67%,100.00%,9.84%,3.50,(53.43)%,-16.07,-2.01,(1.25)%,23.86%,24.16%,0.00%,85.70
B087GL7DG7,Orion,62,1,29.00,8.00,118.43,27.85,26.66,7.35,0,27.38%,49,50.00%,50.00%,27.12%,100.00%,1.61%,3.48,(20.43)%,-5.76,-0.72,(17.31)%,41.75%,48.98%,65.31%,75.00
B09BN468H3,Palazi,17,4,12.00,19.00,41.33,27.63,26.04,14.66,0,31.38%,16,100.00%,100.00%,0.00%,100.00%,23.53%,3.95,(13.52)%,-3.79,-0.54,12.73%,27.94%,24.38%,0.00%,75.90
B09WHVMND3,La Molisana,28,9,19.00,62.00,83.28,27.43,25.73,30.67,0,6.81%,27,0.00%,0.00%,35.48%,100.00%,32.14%,3.05,(36.25)%,-9.73,-1.08,(43.84)%,38.96%,56.03%,29.63%,75.50
B0881MCM6J,ZPC,18,2,3.00,1.00,37.24,27.17,25.74,25.74,0,29.64%,15,77.78%,77.78%,50.00%,100.00%,11.11%,13.59,13.03%,3.43,1.71,8.63%,28.76%,26.28%,0.00%,57.50
B079H3CX14,Ching's Secret,152,17,80.00,188.00,90.61,27.03,26.49,21.33,0,20.63%,145,0.00%,0.00%,100.00%,100.00%,11.18%,1.23,(68.61)%,-19.68,-0.89,7.81%,16.05%,14.80%,33.81%,89.20
B01C4L6IIK,Lotte,144,7,78.00,83.00,239.96,26.91,22.90,22.93,0,13.89%,137,61.81%,61.81%,79.82%,100.00%,4.86%,3.84,(54.56)%,-14.09,-2.01,19.97%,11.00%,8.80%,0.00%,81.70
B00L28CX1I,American Garden,41,6,53.00,42.00,224.52,26.84,26.84,26.85,0,22.82%,40,0.00%,0.00%,100.00%,100.00%,14.63%,4.47,(17.70)%,-4.96,-0.83,5.30%,18.50%,17.52%,41.67%,96.00
B0881MBB6L,Palazi,48,10,12.00,2.00,27.93,26.76,26.88,26.91,0,30.34%,47,20.83%,20.83%,0.00%,100.00%,20.83%,2.68,(41.15)%,-10.83,-1.08,13.02%,24.15%,21.00%,0.00%,77.50
B00L2ZKWCI,American Garden,83,10,249.00,139.00,612.15,26.76,30.38,30.38,0,25.12%,0,12.05%,12.05%,90.17%,95.12%,12.05%,2.68,(8.59)%,-2.74,-0.27,8.12%,18.50%,17.00%,100.00%,98.30
B07DC7ZTM2,Bazooka,8,1,1.00,0.00,27.77,26.45,26.45,26.45,0,19.15%,8,62.50%,62.50%,0.00%,100.00%,12.50%,26.45,3.61%,0.97,0.97,(5.00)%,23.00%,24.15%,100.00%,95.00
B091VQ8QSN,American Garden,73,2,60.00,44.00,249.93,26.36,25.26,10.50,0,18.56%,70,61.64%,61.64%,95.92%,100.00%,2.74%,4.39,(40.47)%,-10.83,-1.80,5.20%,18.50%,17.54%,75.71%,96.70
B083VKML59,American Garden,29,17,0.00,52.00,0.00,26.24,25.54,25.54,0,20.64%,27,0.00%,0.00%,100.00%,100.00%,58.62%,1.54,(54.47)%,-15.27,-0.90,7.41%,18.50%,17.13%,22.22%,81.90
B0B59HGL6Q,La Molisana,14,6,32.00,23.00,140.26,26.04,24.73,24.73,0,10.32%,14,50.00%,50.00%,70.97%,100.00%,42.86%,4.34,(22.54)%,-5.78,-0.96,(0.98)%,15.33%,15.48%,0.00%,71.50
B083VKRTVV,TATA,19,4,5.00,28.00,23.45,25.21,25.21,25.21,0,37.45%,16,0.00%,0.00%,0.00%,0.00%,21.05%,6.30,4.57%,1.20,0.30,25.57%,15.96%,11.88%,0.00%,93.50
B000I0VTMA,American Garden,28,-1,12.00,7.00,56.98,24.95,23.44,-4.99,0,18.32%,26,53.57%,53.57%,100.00%,100.00%,(3.57)%,4.99,(28.70)%,-7.46,-1.49,4.86%,18.50%,17.60%,91.67%,95.50
B0DCNBLRGN,Nisha,25,4,0.00,0.00,0.00,24.88,24.61,16.35,0,26.72%,25,4.00%,4.00%,60.00%,100.00%,16.00%,4.15,(20.68)%,-5.40,-0.90,(36.79)%,47.23%,64.61%,50.00%,87.50
B00L2ZKNL8,American Garden,27,6,74.00,68.00,302.20,24.81,24.81,24.81,0,19.52%,9,0.00%,0.00%,138.89%,100.00%,22.22%,4.14,(9.24)%,-2.39,-0.40,1.25%,18.50%,18.27%,72.73%,98.30
B00A3KSCXY,Al Rifai,17,11,0.00,29.00,0.00,24.79,26.08,67.60,0,25.83%,17,41.18%,41.18%,100.00%,100.00%,64.71%,6.20,0.19%,0.05,0.01,16.56%,11.11%,9.27%,85.71%,79.20
B0DFVHLG8B,Ulker,22,4,0.00,5.00,0.00,24.73,25.37,26.04,0,38.96%,22,0.00%,0.00%,0.00%,0.00%,18.18%,6.18,1.61%,0.43,0.11,20.72%,23.00%,18.23%,0.00%,74.20
B0009NBQW4,UNKNOWN,11,5,0.00,7.00,0.00,24.05,24.05,24.05,0,74.92%,11,0.00%,0.00%,75.00%,100.00%,45.45%,4.81,35.00%,8.69,1.74,(4.48)%,76.00%,79.41%,0.00%,79.20
B00W3LXB4G,JULIE'S,20,9,94.00,20.00,230.33,23.95,22.99,20.29,0,20.29%,20,20.00%,20.00%,43.48%,100.00%,45.00%,2.39,(33.11)%,-7.98,-0.80,(2.32)%,26.00%,26.60%,30.00%,79.20
B09NKTVZVL,BN,19,0,39.00,10.00,116.80,23.50,22.32,0.00,0,26.30%,19,57.89%,57.89%,40.79%,100.00%,0.00%,3.36,(4.03)%,-0.94,-0.13,10.79%,23.00%,20.52%,0.00%,74.00
B0FDLCHG1J,Little Freddie,57,3,0.00,23.00,0.00,23.31,22.89,22.90,0,14.58%,57,0.00%,0.00%,0.00%,0.00%,5.26%,7.77,(68.06)%,-10.63,-3.54,(8.63)%,23.00%,24.99%,57.89%,65.00
B009GHAGV6,JULIES,23,7,32.00,100.00,75.27,23.23,21.94,17.29,0,38.93%,0,47.83%,47.83%,21.43%,100.00%,30.43%,2.58,(16.86)%,-4.05,-0.45,8.86%,39.08%,35.61%,86.96%,75.90
B09FHV2D23,Lago,18,4,10.00,37.00,29.95,23.23,22.32,10.07,0,26.10%,9,72.22%,72.22%,0.00%,0.00%,22.22%,2.58,(23.64)%,-5.39,-0.60,(16.03)%,39.67%,46.03%,88.89%,77.50
B0DG2699HM,Schogetten,15,9,51.00,42.00,111.08,22.93,21.91,21.90,0,75.00%,15,60.00%,60.00%,0.00%,0.00%,60.00%,2.55,53.99%,11.82,1.31,14.53%,76.00%,64.96%,0.00%,74.50
B00D97LPKK,Warheads,40,7,0.00,25.00,0.00,22.83,21.59,21.60,21.57,(19.14)%,38,5.00%,5.00%,0.00%,0.00%,17.50%,3.26,(74.92)%,-17.24,-2.46,(13.69)%,0.00%,0.00%,57.14%,87.50
B00325L5WM,Orion,51,1,21.00,87.00,85.76,22.58,21.91,3.80,0,32.71%,40,39.22%,39.22%,0.00%,100.00%,1.96%,3.76,(36.24)%,-8.48,-1.41,(8.53)%,40.71%,44.18%,78.95%,76.70
B00L28CGDS,American Garden,37,6,0.00,0.00,0.00,22.58,21.82,22.01,0,25.77%,30,10.81%,10.81%,0.00%,100.00%,16.22%,3.76,(24.28)%,-4.23,-0.71,13.02%,18.50%,16.09%,100.00%,85.50
B008QTJUT4,JULIE'S,25,3,101.00,56.00,192.48,22.22,21.42,6.06,0,44.34%,22,68.00%,68.00%,0.00%,100.00%,12.00%,2.02,0.87%,0.20,0.02,5.66%,44.82%,42.28%,85.00%,76.70
B0DBHX5MBR,PONS,2,1,0.00,7.00,0.00,22.04,22.04,22.04,0,38.17%,2,0.00%,0.00%,0.00%,0.00%,50.00%,22.04,25.99%,5.73,5.73,19.70%,23.00%,18.47%,0.00%,79.20
B0DH4RTBZX,Staycool,31,4,1.00,8.00,4.63,22.03,22.03,22.06,0,79.83%,31,0.00%,0.00%,100.00%,100.00%,12.90%,5.51,40.88%,6.96,1.74,15.97%,76.00%,63.87%,0.00%,47.50
B08G8WV5T8,Gerber,55,3,0.00,1.00,0.00,21.97,21.97,21.97,0,30.53%,46,0.00%,0.00%,0.00%,0.00%,5.45%,7.32,(3.77)%,-0.88,-0.29,7.06%,25.25%,23.47%,78.72%,71.00
B09DGCXHQW,Vitamilk,29,5,5.00,3.00,22.95,21.97,21.97,22.00,0,19.57%,28,37.93%,37.93%,0.00%,100.00%,17.24%,4.39,(23.86)%,-5.48,-1.10,(4.46)%,23.00%,24.03%,75.00%,79.20
B07NF7V8JF,Labi Xiao Xin,58,6,27.00,21.00,99.24,21.37,20.65,20.30,0,20.53%,54,20.69%,20.69%,8.70%,100.00%,10.34%,3.56,(22.97)%,-5.10,-0.85,(3.21)%,26.23%,27.08%,67.44%,87.50
B07PKDF6XS,Suntop,127,27,945.00,487.00,1654.30,21.14,20.87,41.86,0,9.31%,114,70.87%,70.87%,67.95%,100.00%,21.26%,1.76,(94.48)%,-23.99,-2.00,0.62%,10.00%,9.94%,94.74%,81.00
B008IJ9XRQ,American Garden,38,4,0.00,0.00,0.00,20.96,20.58,20.61,0,28.98%,35,31.58%,31.58%,0.00%,100.00%,10.53%,5.24,(16.19)%,-3.56,-0.89,13.04%,18.50%,16.09%,0.00%,95.50
B087GKXXFG,Nom Noms,355,14,10.00,22.00,19.74,20.80,20.38,27.81,0,42.25%,291,58.87%,58.87%,32.35%,100.00%,3.94%,2.08,(60.71)%,-11.42,-1.14,5.10%,41.04%,38.95%,100.00%,100.00
B007RYU6VA,Gerber,40,3,6.00,3.00,36.35,20.71,22.01,22.01,0,34.42%,8,37.50%,37.50%,100.00%,100.00%,7.50%,6.90,1.92%,0.43,0.14,12.26%,25.25%,22.15%,0.00%,0
B01LCWY6X6,Hectare's,28,9,39.00,24.00,33.87,20.69,19.66,8.95,0,30.36%,28,39.29%,39.29%,48.48%,100.00%,32.14%,1.03,(14.46)%,-2.92,-0.15,16.05%,23.00%,19.31%,64.29%,70.00
B0C2VKC6KW,MARTINELLI'S,23,4,2.00,3.00,9.69,20.69,21.34,21.36,0,42.77%,17,0.00%,0.00%,0.00%,0.00%,17.39%,5.17,6.65%,1.49,0.37,6.32%,40.25%,37.71%,76.47%,78.00
B08NDK4Q82,WONDERFUL,18,15,4.00,0.00,15.03,20.53,20.53,49.10,0,15.47%,16,94.44%,94.44%,22.22%,100.00%,83.33%,3.42,(10.53)%,-2.23,-0.37,(9.79)%,23.00%,25.25%,100.00%,78.40
B0DT5Z95MT,TATA GLOBAL BEVeRAGES,30,4,18.00,31.00,74.98,20.50,19.96,19.98,0,31.48%,29,0.00%,0.00%,93.75%,100.00%,13.33%,5.12,(2.49)%,-0.52,-0.13,18.70%,15.98%,12.99%,0.00%,63.50
B08XPF9WFR,Staycool,18,2,6.00,5.00,27.77,20.17,20.17,20.18,0,88.99%,18,0.00%,0.00%,100.00%,100.00%,11.11%,10.09,74.42%,15.16,7.58,54.11%,76.00%,34.88%,0.00%,57.50
B003XXD1O8,Gerber,28,4,138.00,97.00,835.95,20.11,20.76,20.79,0,9.95%,5,7.14%,7.14%,100.00%,100.00%,14.29%,5.03,(48.94)%,-8.02,-2.00,(20.47)%,25.25%,30.42%,80.00%,0
B0CJLQ26CD,Ulker,58,13,12.00,0.00,58.81,19.90,19.25,19.26,0,(149.72)%,52,31.03%,31.03%,27.12%,100.00%,22.41%,1.53,(241.19)%,-50.69,-3.90,(220.07)%,23.00%,73.62%,90.00%,64.20
B0881MNQDX,Eti,45,3,1.00,0.00,8.23,19.43,22.03,27.67,0,34.76%,39,93.33%,93.33%,0.00%,100.00%,6.67%,9.72,8.95%,1.97,0.99,15.27%,23.00%,19.49%,0.00%,77.50
B07WTB6VFR,UNKNOWN,15,6,7.00,4.00,12.01,19.32,19.32,23.04,0,89.35%,15,0.00%,0.00%,83.33%,100.00%,40.00%,3.86,51.24%,10.25,2.05,55.62%,76.00%,33.73%,0.00%,79.20
