ASIN,Brand Name,GV(T12M ),Net Ordered Units(T12M ),Net Receipts (Units)(T12M ),Total Inventory Units(T12M ),Net Receipts($)(T12M ),Product GMS($)(T12M ),Gross Shipped GMS($)(T12M ),Net Ordered GMS($)(T12M ),Deal GMS($)(T12M ),Net PPM(T12M )(%),Amzn GV(T12M ),SoROOS(%)(T12M )(%),Daily SoRoos%(T12M )(%),Fill Rate - Sourceable(T12M )(%),Vendor Confirmation Rate - Sourceable(T12M )(%),Conversion Rate(T12M )(%),ASP(T12M ),CM(T12M )(%),CP($)(T12M ),CPPU(T12M ),PPM(T12M )(%),CCOGS As A % Of PCOGS(T12M )(%),CCOGS As A % Of Revenue(T12M )(%),External Box Price Competitiveness (% Of GV)(T12M )(%),IDQ Score(T12M )
B087GKS2K8,Erko,475,40,39.00,8.00,207.15,204.48,201.78,201.82,0,18.73%,462,33.68%,33.68%,70.91%,98.21%,8.42%,5.11,(29.59)%,-62.43,-1.56,(3.91)%,24.28%,25.23%,68.38%,79.40
B07Q87PN5G,Colombina,395,42,23.00,0.00,98.19,202.52,197.78,205.41,0,33.84%,381,47.46%,47.46%,8.38%,100.00%,10.63%,5.06,(6.80)%,-13.95,-0.35,15.69%,24.61%,20.75%,66.85%,0
B006J3HS98,JULIE'S,333,73,127.00,16.00,311.19,201.69,186.63,188.73,16.95,30.87%,322,14.11%,14.11%,68.62%,100.00%,21.92%,2.80,(33.35)%,-65.91,-0.92,12.53%,29.13%,25.48%,100.00%,79.20
B07XB1PWSX,Suncola,716,69,56.00,0.00,156.88,199.67,203.39,209.31,0,21.99%,650,10.39%,10.39%,58.82%,100.00%,9.64%,2.98,(53.54)%,-104.57,-1.56,5.99%,18.81%,17.68%,43.32%,76.00
B077SBKPPY,Kuhne,195,42,67.00,0.00,286.02,199.59,192.53,188.33,0,31.15%,179,14.95%,14.95%,25.23%,97.37%,21.54%,4.64,(14.35)%,-28.80,-0.67,8.03%,28.90%,26.58%,0.00%,85.80
B088F92WLR,Freakin' Healthy,351,137,132.00,28.00,173.58,198.85,189.96,190.05,12.08,30.40%,338,10.26%,10.26%,100.00%,91.67%,39.03%,1.45,(60.23)%,-119.94,-0.88,9.40%,28.03%,25.39%,78.57%,93.00
B01HI4D3UO,AriZona,137,59,60.00,0.00,208.27,197.65,185.96,185.96,0,12.10%,125,52.99%,52.99%,63.16%,82.61%,43.07%,3.35,(28.24)%,-53.37,-0.90,(3.62)%,22.00%,22.80%,86.67%,82.50
B07NF5128P,Moussy,842,120,344.00,194.00,2303.91,196.89,199.40,199.47,0,(100.60)%,552,19.78%,19.78%,489.58%,100.00%,14.25%,1.64,(248.60)%,-326.56,-2.72,(135.19)%,14.64%,34.44%,0.00%,82.00
B07575VD7D,Chings,308,153,156.00,4.00,171.58,196.19,188.69,189.11,0,21.69%,267,23.78%,23.78%,61.11%,100.00%,49.68%,1.28,(75.31)%,-151.93,-0.99,14.23%,14.12%,12.11%,100.00%,75.00
B07WG3FCP1,Lago,175,66,128.00,0.00,365.91,196.19,183.02,183.78,46.78,30.12%,164,42.29%,42.29%,44.86%,82.95%,37.71%,2.97,(34.68)%,-65.78,-1.00,3.83%,34.05%,32.75%,0.00%,85.80
B07GJW9WN4,Sanitarium Sogood,294,63,38.00,0.00,131.39,196.01,195.57,195.20,0,25.32%,172,64.10%,64.10%,29.92%,100.00%,21.43%,3.11,(15.92)%,-32.55,-0.52,(11.13)%,33.00%,36.67%,87.42%,0
B087GMJZVQ,Americandy,395,31,31.00,4.00,170.15,195.64,192.62,192.79,0,30.53%,391,25.32%,25.32%,66.67%,100.00%,7.85%,6.31,(12.23)%,-22.86,-0.74,13.03%,22.95%,19.96%,0.00%,72.50
B08KZ6FMY9,UNKNOWN,314,33,4.00,0.00,28.59,194.64,183.83,183.74,0,(15.83)%,251,9.03%,9.03%,8.70%,100.00%,10.51%,5.90,(55.55)%,-107.66,-3.26,(21.16)%,8.00%,9.69%,100.00%,73.40
B07NF7ZVHR,Coroli,375,23,12.00,4.00,89.84,193.66,177.36,177.61,0,12.65%,249,66.13%,66.13%,23.08%,100.00%,6.13%,8.42,(21.84)%,-40.90,-1.78,11.08%,10.00%,8.89%,100.00%,82.50
B087GMJGY2,Tian's,364,74,178.00,68.00,434.21,193.52,190.62,190.90,10.69,27.17%,356,33.79%,33.79%,89.90%,101.54%,20.33%,2.62,(83.86)%,-164.64,-2.22,6.72%,26.11%,24.36%,0.00%,78.40
B00L28CYZ8,American Garden,815,43,148.00,30.00,626.97,191.68,189.46,194.02,0,22.99%,722,22.70%,22.70%,93.63%,95.15%,5.28%,4.56,(12.39)%,-24.14,-0.57,7.18%,18.50%,17.17%,49.73%,93.00
B0FGD4RXXK,Candyland,140,55,234.00,179.00,697.59,191.52,190.40,190.40,0,78.25%,136,27.14%,27.14%,100.00%,100.00%,39.29%,3.48,47.14%,93.05,1.69,14.39%,76.00%,65.07%,0.00%,68.70
B005MM9ZMU,Kuhne,473,66,59.00,0.00,161.91,189.46,185.49,195.01,0,30.03%,399,22.65%,22.65%,23.53%,75.56%,13.95%,3.01,(41.81)%,-83.09,-1.32,8.74%,26.59%,24.26%,0.00%,0
B0D2P64GWB,Tata Soulfull,340,28,42.00,0.00,276.95,188.58,186.50,186.95,9.31,16.59%,281,69.14%,69.14%,24.20%,98.74%,8.24%,6.74,(25.95)%,-50.10,-1.79,2.09%,16.14%,15.80%,87.27%,0
B0C7CPNQ2G,Dr. Pepper,408,88,248.00,1.00,489.51,188.31,179.92,180.83,0,25.24%,351,51.47%,51.47%,33.16%,86.18%,21.57%,2.14,(24.52)%,-44.13,-0.50,9.86%,22.00%,19.83%,50.00%,76.00
B0064OI6WK,Zed,157,15,14.00,0.00,200.11,185.44,179.16,182.19,0,12.09%,153,45.86%,45.86%,86.67%,93.75%,9.55%,12.36,(15.49)%,-28.57,-1.90,(15.62)%,29.19%,33.75%,57.38%,79.20
B00A21A2G4,Schogetten,185,64,54.00,0.00,117.61,184.72,178.21,181.87,0,72.47%,170,22.16%,22.16%,41.82%,53.66%,34.59%,2.93,26.11%,47.72,0.76,25.72%,67.87%,50.42%,0.00%,0
B083VKRS1R,Al Rifai,137,43,43.00,0.00,153.48,184.54,177.15,177.17,29.99,23.31%,130,36.50%,36.50%,79.37%,98.44%,31.39%,4.29,(33.99)%,-63.62,-1.48,16.83%,13.15%,10.94%,88.89%,65.90
B0DNRHC449,General Mills,203,17,30.00,14.00,336.42,184.23,184.23,184.27,27.22,27.21%,202,2.46%,2.46%,93.75%,74.42%,8.37%,10.84,(12.65)%,-19.27,-1.13,(3.48)%,29.66%,30.70%,0.00%,77.00
B0BKN99SBV,General Mills,53,23,16.00,1.00,130.07,183.91,184.30,184.32,0,22.01%,39,27.03%,27.03%,100.00%,100.00%,43.40%,8.00,(11.40)%,-21.53,-0.94,(1.67)%,23.72%,24.11%,0.00%,0
B000I0VTMA,American Garden,319,35,36.00,7.00,170.93,180.30,170.26,170.30,0,19.51%,314,23.36%,23.36%,73.33%,100.00%,10.97%,5.15,(17.57)%,-29.33,-0.84,7.83%,18.50%,17.05%,66.48%,95.50
B09HXPTK1G,PONS,100,18,6.00,0.00,58.81,180.04,175.77,187.44,9.64,34.80%,100,11.00%,11.00%,85.71%,100.00%,18.00%,11.25,7.62%,14.00,0.88,12.90%,26.44%,23.03%,70.18%,79.20
B09BN4JB9G,Palazi,191,46,135.00,23.00,464.94,179.99,167.47,167.47,2.30,28.46%,176,35.08%,35.08%,96.12%,100.00%,24.08%,3.91,(50.13)%,-86.03,-1.87,11.98%,25.96%,22.85%,0.00%,75.90
B087GLW295,Nom Noms,267,61,146.00,0.00,445.19,178.38,174.28,187.63,26.27,27.53%,254,25.47%,25.47%,74.87%,100.00%,22.85%,3.13,(32.90)%,-59.10,-1.04,2.56%,29.47%,28.72%,0.00%,80.00
B07NF8W488,Angel,424,136,120.00,0.00,163.35,178.34,176.68,182.92,0,22.58%,335,32.55%,32.55%,76.92%,52.00%,32.08%,1.36,(124.81)%,-240.75,-1.84,0.01%,24.07%,24.07%,81.32%,0
B00MRINI66,Orion,267,76,288.00,7.00,627.27,177.71,170.56,158.79,18.36,23.95%,227,17.60%,17.60%,88.34%,100.00%,28.46%,2.17,(100.65)%,-180.93,-2.21,(0.50)%,29.49%,29.63%,55.83%,77.50
B07PR97QFD,Suntop,564,59,48.00,0.00,134.47,177.60,175.71,176.62,0,14.36%,489,1.79%,1.79%,86.54%,100.00%,10.46%,3.01,(56.05)%,-95.77,-1.62,6.93%,10.08%,9.38%,22.03%,0
B087GMRW36,Americandy,453,33,131.00,45.00,719.01,176.52,177.63,183.13,32.14,27.40%,421,44.15%,44.15%,88.36%,100.00%,7.28%,5.52,(40.83)%,-70.67,-2.21,0.50%,30.56%,30.41%,0.00%,76.90
B087GK61LY,Diamond,249,11,11.00,0.00,182.53,176.12,179.32,178.48,0,5.26%,234,34.54%,34.54%,80.00%,93.75%,4.42%,16.01,(24.58)%,-40.31,-3.66,(3.64)%,8.58%,8.89%,68.78%,78.40
B09N7F8S7G,The Jelly Bean Factory,434,54,174.00,42.00,552.83,175.99,174.83,185.45,0,27.72%,403,48.60%,48.60%,63.07%,100.00%,12.44%,3.45,(63.89)%,-119.75,-2.35,7.93%,23.18%,21.34%,74.59%,85.70
B07MQ16Q5L,Lotte,898,119,164.00,0.00,153.15,175.50,166.76,132.49,0,15.05%,674,56.84%,56.84%,28.24%,100.77%,13.25%,1.07,(81.67)%,-125.94,-0.77,12.73%,9.49%,8.28%,100.00%,0
B0881MNQDX,Eti,580,19,12.00,0.00,98.80,174.90,175.51,182.65,0,30.70%,460,47.06%,47.06%,17.07%,100.00%,3.28%,9.72,6.87%,12.78,0.71,15.27%,22.83%,19.35%,0.00%,77.50
B00L2ZKXO0,American Garden,1141,66,101.00,3.00,281.64,174.80,171.64,174.29,0,17.71%,811,19.46%,19.46%,78.90%,38.38%,5.78%,2.69,(44.26)%,-79.69,-1.23,5.14%,16.39%,15.55%,36.52%,98.30
B0009NBQW4,UNKNOWN,135,34,41.00,7.00,206.06,173.66,173.66,173.68,15.72,78.74%,135,25.93%,25.93%,69.05%,100.00%,25.19%,5.11,43.83%,77.71,2.29,1.60%,78.25%,76.99%,0.00%,79.20
B0036E8CK2,UNKNOWN,745,50,98.00,21.00,306.83,173.06,170.89,170.94,54.88,32.60%,545,6.31%,6.31%,75.74%,100.00%,6.71%,3.46,(16.42)%,-29.54,-0.59,9.54%,27.44%,24.82%,45.04%,0
B0B59HGL6Q,La Molisana,196,46,156.00,23.00,683.79,172.67,163.22,163.22,81.21,20.05%,185,38.19%,38.19%,93.37%,99.40%,23.47%,3.75,(31.47)%,-52.60,-1.14,(16.77)%,36.50%,42.63%,68.57%,71.50
B00I2F43VW,Asturi,123,57,39.00,0.00,107.03,172.10,162.61,162.91,0,27.80%,83,2.44%,2.44%,92.68%,100.00%,46.34%,3.02,(41.02)%,-71.46,-1.25,9.11%,26.32%,23.92%,0.00%,0
B01CEHTICM,American Garden,721,52,294.00,39.00,874.86,169.70,163.84,163.91,3.15,22.87%,632,35.51%,35.51%,94.21%,100.00%,7.21%,3.26,(50.21)%,-89.16,-1.71,8.82%,18.50%,16.87%,50.79%,91.70
B0102KWK14,PONS,135,17,18.00,0.00,176.42,169.03,170.53,173.14,45.68,33.38%,94,23.70%,23.70%,80.95%,95.45%,12.59%,9.94,4.95%,8.62,0.51,1.42%,33.59%,33.11%,75.76%,74.20
B0B59LGN9W,La Molisana,232,50,144.00,15.00,631.19,167.77,164.34,164.35,64.74,12.08%,199,42.86%,42.86%,56.05%,100.00%,21.55%,3.36,(44.86)%,-75.88,-1.52,(30.64)%,34.10%,44.55%,77.00%,75.50
B091VSDXFF,American Garden,683,32,157.00,38.00,725.36,166.72,165.33,165.36,2.55,24.34%,636,30.89%,30.89%,96.88%,100.00%,4.69%,5.21,(10.96)%,-18.88,-0.59,11.32%,17.70%,15.70%,90.68%,95.50
B0BMXRXYY1,DEEMAH,820,34,15.00,0.00,66.36,166.66,159.30,145.14,35.05,25.26%,674,29.15%,29.15%,2.39%,52.25%,4.15%,4.50,(3.74)%,-6.09,-0.16,1.78%,28.57%,28.06%,100.00%,0
B0881MBB6L,Palazi,374,62,52.00,2.00,121.04,165.93,163.20,163.29,0,29.52%,316,25.13%,25.13%,69.01%,100.00%,16.58%,2.68,(47.22)%,-80.91,-1.30,13.02%,24.38%,21.21%,0.00%,77.50
B087GKBJL1,Rico,470,61,357.00,247.00,979.72,165.47,156.01,161.46,30.43,29.15%,462,22.13%,22.13%,95.24%,100.00%,12.98%,2.80,(35.37)%,-59.22,-1.00,2.15%,33.00%,32.29%,0.00%,79.20
B0B8DMQRPR,American Garden,1755,39,226.00,38.00,1265.66,165.19,162.43,225.39,0,19.77%,1420,30.50%,30.50%,86.08%,92.86%,2.22%,5.90,(17.67)%,-29.87,-1.07,5.08%,17.18%,16.31%,69.43%,100.00
B07NFCKPTF,Coroli,370,16,16.00,0.00,130.68,164.87,132.16,132.16,0,9.30%,98,86.43%,86.43%,19.35%,100.00%,4.32%,10.30,(25.01)%,-32.06,-2.00,20.73%,10.00%,7.93%,78.95%,0
B01N3JHT9L,Warheads,539,50,39.00,0.00,138.03,164.13,160.36,165.14,0,30.68%,495,55.96%,55.96%,22.81%,77.03%,9.28%,3.35,(27.44)%,-43.80,-0.89,12.25%,24.24%,21.27%,80.42%,82.50
B00L2ZK5P2,American Garden,2137,75,1134.00,149.00,2564.59,163.96,157.56,157.91,0,10.90%,1460,29.05%,29.05%,61.10%,95.29%,3.51%,2.19,(129.34)%,-223.73,-2.98,(1.88)%,15.71%,16.00%,80.60%,97.00
B07PSC37XV,American Garden,327,41,72.00,19.00,293.25,163.84,168.44,168.44,0,8.32%,303,22.88%,22.88%,98.61%,83.72%,12.54%,4.00,(62.07)%,-98.58,-2.40,(1.92)%,11.73%,11.96%,80.58%,0
B08PFV8MRC,Whittaker's,223,23,15.00,0.00,112.30,163.62,165.07,204.70,0,34.19%,203,59.17%,59.17%,5.77%,96.30%,10.31%,8.61,(7.54)%,-12.81,-0.67,13.06%,28.89%,25.12%,0.00%,0
B0DTGMM5L1,Castello since 1907,343,20,20.00,0.00,147.02,163.61,162.17,162.22,0,27.83%,319,10.42%,10.42%,40.82%,83.05%,5.83%,8.18,40.50%,64.21,3.21,10.14%,20.75%,18.65%,50.00%,0
B07JWGJQNZ,Erko,615,109,197.00,46.00,270.31,163.38,157.12,157.14,13.16,29.13%,605,13.17%,13.17%,87.78%,100.00%,17.72%,1.50,(60.29)%,-98.13,-0.90,8.45%,30.07%,27.52%,0.00%,80.00
B00L2ZKQ92,American Garden,185,33,38.00,5.00,173.62,163.25,153.49,158.60,0,20.79%,175,11.70%,11.70%,102.78%,58.06%,17.84%,4.95,(22.09)%,-34.71,-1.05,7.05%,18.54%,17.23%,50.64%,98.30
B0DT5Z95MT,TATA GLOBAL BEVeRAGES,283,33,161.00,31.00,670.64,163.10,158.17,158.26,24.66,28.72%,263,24.03%,24.03%,88.13%,100.00%,11.66%,4.94,(14.43)%,-23.66,-0.72,15.72%,18.82%,15.86%,0.00%,63.50
B0DN1FHXCV,Ragusa,88,24,24.00,0.00,143.75,161.78,158.71,160.04,0,38.06%,82,72.09%,72.09%,33.33%,75.00%,27.27%,6.74,7.40%,12.10,0.50,11.15%,32.17%,28.58%,0.00%,0
B07PQ5ZRZ7,Al Rifai,171,20,114.00,30.00,771.89,161.19,156.16,162.44,0,23.35%,152,25.15%,25.15%,101.00%,99.01%,11.70%,8.48,(10.15)%,-15.43,-0.81,20.19%,8.00%,6.38%,62.25%,72.50
B07NR78MBN,UNKNOWN,128,36,41.00,5.00,223.25,160.20,162.22,163.52,10.77,69.75%,128,9.38%,9.38%,89.09%,100.00%,28.13%,4.45,32.48%,53.82,1.50,(22.36)%,75.28%,92.11%,100.00%,55.00
B083VKRS1M,Al Rifai,301,31,26.00,2.00,110.14,159.03,157.50,157.51,0,22.45%,275,13.62%,13.62%,84.38%,100.00%,10.30%,5.13,(14.51)%,-22.80,-0.74,17.42%,8.86%,7.32%,0.00%,67.40
B075731CHK,Ching's Secret,360,122,170.00,36.00,192.54,156.07,150.67,150.71,0,18.07%,317,12.36%,12.36%,90.00%,89.47%,33.89%,1.28,(85.09)%,-138.76,-1.14,11.46%,12.78%,11.32%,100.00%,71.20
B09FX639YN,QualityFood,523,84,121.00,1.00,444.73,155.95,156.98,201.76,0,(21.08)%,474,92.66%,92.66%,20.61%,100.00%,16.06%,2.36,(95.81)%,-124.47,-1.89,(55.55)%,22.16%,34.47%,83.71%,0
B00L2ZKP0M,American Garden,211,33,144.00,23.00,647.46,154.90,146.91,146.43,8.02,16.64%,183,17.76%,17.76%,90.24%,67.21%,15.64%,4.69,(27.54)%,-32.15,-0.97,4.30%,18.50%,17.70%,49.28%,98.30
B091VP9RGN,American Garden,414,29,64.00,24.00,295.69,154.43,148.30,148.29,27.80,20.34%,379,18.84%,18.84%,82.28%,84.95%,7.00%,5.33,(10.60)%,-16.26,-0.56,13.24%,12.76%,11.07%,78.67%,95.50
B0DG84D7YG,Schogetten,146,42,41.00,0.00,106.04,153.92,150.08,150.11,0,79.73%,145,20.55%,20.55%,63.46%,66.67%,28.77%,3.66,30.73%,48.36,1.15,29.42%,74.67%,52.70%,0.00%,84.20
B086BL3P2V,Bazooka,105,14,4.00,4.00,52.27,153.76,157.25,157.25,137.41,7.78%,100,9.52%,9.52%,100.00%,100.00%,13.33%,10.98,(6.53)%,-10.43,-0.74,(18.98)%,22.50%,26.77%,100.00%,100.00
B09WRKKXWG,Lago,184,43,177.00,61.00,674.64,152.50,142.84,142.84,18.33,21.08%,162,15.76%,15.76%,100.57%,100.00%,23.37%,3.55,(29.04)%,-42.66,-0.99,(2.76)%,28.59%,29.38%,59.29%,77.50
B09FHV2D23,Lago,199,57,195.00,37.00,583.98,152.41,143.89,144.56,13.65,19.80%,181,26.63%,26.63%,88.59%,100.00%,28.64%,2.67,(30.10)%,-45.12,-0.79,(12.00)%,35.45%,39.70%,65.75%,77.50
B00D2PKYWE,Gerber,287,41,0.00,0.00,0.00,151.59,147.49,148.35,0,13.94%,154,55.97%,55.97%,0.00%,51.14%,14.29%,3.70,(6.91)%,-10.35,-0.25,(9.20)%,24.00%,26.21%,0.00%,0
B07G865S7Y,UNKNOWN,1819,31,88.00,3.00,503.12,150.88,150.88,180.11,0,26.18%,371,43.97%,43.97%,4.12%,100.00%,1.70%,6.04,(21.86)%,-34.35,-1.37,5.27%,22.08%,20.92%,77.31%,95.60
B091VQ8QSN,American Garden,651,34,265.00,44.00,1103.85,149.40,148.45,151.07,0,20.66%,544,55.89%,55.89%,100.00%,100.00%,5.22%,4.39,(32.69)%,-49.77,-1.46,5.20%,18.50%,17.54%,72.53%,96.70
B08XPF9WFR,Staycool,179,18,21.00,5.00,97.19,148.98,149.82,149.85,0,86.68%,172,5.65%,5.65%,100.00%,100.00%,10.06%,8.28,56.22%,80.84,4.49,44.08%,76.72%,42.90%,0.00%,57.50
B0FGD6LT6T,Candyland,104,48,89.00,41.00,230.67,147.95,146.39,146.39,0,77.97%,104,25.00%,25.00%,100.00%,100.00%,46.15%,3.08,44.46%,67.65,1.41,15.91%,76.00%,63.91%,0.00%,78.70
B08NDK4Q82,WONDERFUL,131,52,43.00,0.00,161.55,147.16,130.99,159.58,0,4.96%,121,57.25%,57.25%,54.02%,100.00%,39.69%,3.42,(41.79)%,-58.33,-1.36,(9.79)%,23.00%,25.25%,100.00%,78.40
B08GL93MQP,Madhoor,142,71,54.00,0.00,97.77,146.40,143.33,143.40,0,28.72%,137,15.49%,15.49%,60.53%,33.78%,50.00%,2.06,(102.08)%,-149.64,-2.11,12.20%,21.16%,18.58%,0.00%,85.70
B087GK2ST5,Zed,153,11,11.00,2.00,209.63,145.93,145.21,145.21,0,(13.62)%,106,47.71%,47.71%,80.00%,100.00%,7.19%,13.27,(36.13)%,-49.08,-4.46,(43.65)%,21.44%,30.80%,60.71%,83.70
B00L28CGDS,American Garden,641,41,33.00,0.00,107.99,144.94,140.78,144.47,0,23.44%,609,1.72%,1.72%,86.84%,79.17%,6.40%,3.62,(25.25)%,-35.11,-0.88,9.69%,18.50%,16.71%,81.54%,85.50
B0FDPVXF2K,Little Freddie,212,50,101.00,1.00,317.60,144.55,139.59,157.05,25.64,33.71%,196,31.90%,31.90%,47.76%,100.00%,23.58%,3.21,(2.75)%,-3.98,-0.09,2.11%,36.71%,35.93%,0.00%,61.90
B00JOQS7FQ,Al Rifai,136,18,190.00,40.00,1184.57,144.20,141.33,141.17,0,26.41%,129,28.68%,28.68%,98.90%,100.00%,13.24%,8.01,(7.71)%,-11.01,-0.61,22.18%,8.00%,6.23%,51.19%,78.30
B0FGD6KPV5,Candyland,182,39,63.00,24.00,204.11,143.74,139.73,139.78,0,75.92%,182,12.64%,12.64%,100.00%,100.00%,21.43%,3.69,33.03%,49.18,1.26,12.09%,76.00%,66.81%,0.00%,71.50
B0756YP6QK,Ching's Secret,360,114,120.00,8.00,135.91,143.02,133.19,134.37,0,18.89%,290,11.56%,11.56%,74.19%,100.00%,31.67%,1.27,(94.83)%,-141.33,-1.25,10.52%,14.35%,12.84%,100.00%,75.70
B0C62C61N7,TATA,899,57,118.00,0.00,371.37,142.50,147.62,158.53,0,(2.04)%,792,20.25%,20.25%,31.29%,98.56%,6.34%,2.69,(79.01)%,-121.52,-2.29,(17.06)%,13.13%,15.37%,82.26%,100.00
B07NF8R475,KLF NIRMAL,430,115,96.00,0.00,104.55,141.97,136.36,147.72,0,34.37%,404,43.49%,43.49%,35.29%,100.00%,26.74%,1.30,(76.49)%,-116.64,-1.07,16.39%,27.04%,22.61%,72.69%,80.00
B083VKDQ3Z,TATA,525,18,18.00,1.00,151.36,140.47,139.16,147.45,0,10.29%,311,41.25%,41.25%,64.29%,100.00%,3.43%,8.26,(18.18)%,-26.11,-1.54,(1.86)%,12.88%,13.12%,0.00%,100.00
B0DBHSHX6Q,PONS,102,18,7.00,1.00,81.95,140.40,125.20,125.21,0,(22.34)%,98,18.63%,18.63%,100.00%,100.00%,17.65%,7.80,(52.98)%,-68.94,-3.83,(50.09)%,25.17%,37.77%,0.00%,79.20
B0881MGMVS,Freakin' Healthy,60,5,1.00,0.00,27.77,140.02,140.02,140.02,0,22.35%,23,83.02%,83.02%,0.00%,54.55%,8.33%,28.00,9.88%,14.01,2.80,0.84%,21.70%,21.52%,0.00%,0
B008IJ9XRQ,American Garden,387,28,27.00,0.00,123.05,138.94,133.26,133.31,27.33,21.82%,334,13.70%,13.70%,61.36%,100.00%,7.24%,4.96,(12.75)%,-17.69,-0.63,8.15%,18.56%,17.05%,92.00%,95.50
B00CHLZ76W,UNKNOWN,307,53,51.00,0.00,107.61,138.66,131.47,131.51,0,34.57%,228,58.36%,58.36%,27.27%,100.00%,17.26%,2.62,(27.38)%,-38.23,-0.72,19.35%,24.52%,19.77%,100.00%,0
B00L305YHK,American Garden,294,117,148.00,1.00,154.32,137.81,133.81,133.89,0,23.67%,238,9.30%,9.30%,82.18%,71.60%,39.80%,1.18,(69.93)%,-100.46,-0.86,11.47%,18.50%,16.38%,58.04%,0
B083VKYVF4,Foster Clarks,397,59,53.00,0.00,133.47,137.69,134.67,143.89,0,11.19%,340,47.64%,47.64%,39.84%,99.19%,14.86%,2.50,(49.11)%,-67.66,-1.23,(0.60)%,14.43%,14.51%,79.88%,70.90
B087GJ6854,Lechao,273,28,21.00,4.00,89.65,137.44,132.39,132.40,0,29.72%,271,16.48%,16.48%,84.62%,89.66%,10.26%,4.91,(30.19)%,-35.01,-1.25,13.03%,23.61%,20.53%,0.00%,77.50
B0D44TLCPK,Alicafe,330,39,19.00,0.00,64.30,137.00,134.03,134.08,0,11.13%,152,28.09%,28.09%,21.62%,100.00%,11.82%,3.51,(33.11)%,-45.75,-1.17,3.67%,10.00%,9.63%,100.00%,0
B00D2PL248,Gerber,47,36,30.00,0.00,121.13,136.61,133.65,133.65,0,18.08%,47,0.00%,0.00%,100.00%,75.00%,76.60%,3.79,(38.68)%,-52.81,-1.47,(6.40)%,25.04%,26.64%,75.00%,0
B0BMXV1H6S,DEEMAH,1067,38,117.00,2.00,445.95,135.78,134.62,142.39,31.28,25.00%,673,49.86%,49.86%,31.47%,99.73%,3.56%,3.67,(22.37)%,-31.50,-0.85,(3.86)%,30.79%,31.98%,80.79%,97.00
B017XKSTIO,QualityFood,224,25,19.00,0.00,100.87,135.69,137.88,137.90,0,23.46%,210,43.38%,43.38%,113.33%,14.15%,11.16%,5.43,(16.99)%,-24.19,-0.97,2.19%,22.93%,22.43%,0.00%,76.70
B01A7XR9F8,Barcel,1553,37,58.00,0.00,165.80,134.65,135.41,98.27,0,(9.38)%,1032,73.48%,73.48%,50.00%,4.23%,2.38%,2.24,(100.82)%,-136.23,-2.27,(27.38)%,15.00%,19.11%,94.17%,0
B07NF92DLG,Power Horse,325,53,314.00,49.00,750.58,134.25,119.33,119.35,0,3.78%,248,21.23%,21.23%,75.64%,100.00%,16.31%,2.53,(46.10)%,-56.19,-1.06,5.63%,9.81%,9.26%,51.38%,81.00
B0B57RZNB8,PONS,42,9,3.00,0.00,53.09,133.78,131.68,131.68,65.69,14.30%,40,9.52%,9.52%,66.67%,100.00%,21.43%,14.86,(23.43)%,-31.45,-3.49,(19.05)%,29.33%,34.92%,0.00%,79.20
B07PN2Q5H7,Al Rifai,96,8,122.00,37.00,1293.39,133.37,133.37,111.77,0,26.87%,93,51.04%,51.04%,100.00%,100.00%,8.33%,13.34,8.71%,11.74,1.17,20.51%,8.00%,6.36%,57.78%,74.20
B087GKXXHH,Lechao,311,28,27.00,1.00,115.26,131.50,126.56,126.71,0,26.50%,309,15.11%,15.11%,81.82%,100.00%,9.00%,4.70,(18.24)%,-23.97,-0.86,9.10%,24.05%,21.86%,0.00%,76.90
B0DT63965V,TATA GLOBAL BEVeRAGES,140,25,48.00,6.00,210.53,130.83,127.11,127.11,15.01,29.62%,138,2.14%,2.14%,90.32%,100.00%,17.86%,5.23,(19.67)%,-24.37,-0.97,16.19%,17.93%,15.03%,0.00%,63.50
B07ZFXD12L,Ericson Laboratoire,26,2,1.00,0.00,56.36,130.75,130.75,130.75,0,65.52%,18,31.82%,31.82%,0.00%,50.00%,7.69%,65.37,55.78%,73.39,36.69,13.79%,60.00%,51.72%,0.00%,0
B088TX2BMQ,BEST,69,19,21.00,3.00,145.79,130.04,126.60,126.60,38.57,32.25%,64,27.27%,27.27%,85.19%,100.00%,27.54%,6.84,0.63%,0.82,0.04,(1.43)%,35.82%,36.33%,76.19%,82.50
B0DBR4V7W7,TATA,414,37,555.00,166.00,1767.87,129.74,123.62,123.67,0,18.61%,351,46.12%,46.12%,80.62%,100.00%,8.94%,3.51,(44.61)%,-59.83,-1.62,9.16%,14.24%,12.94%,0.00%,80.00
B083VKRRWG,TATA,821,52,538.00,91.00,1198.14,129.66,127.67,127.77,0,22.22%,540,17.01%,17.01%,94.10%,97.91%,6.33%,2.49,(60.14)%,-79.66,-1.53,10.69%,14.09%,12.58%,57.55%,93.50
B00345SZ00,Chings Secret,1288,84,388.00,1.00,570.20,128.63,116.55,116.63,0,17.36%,840,18.96%,18.96%,65.68%,64.19%,6.52%,1.53,(78.47)%,-101.61,-1.21,14.99%,12.79%,10.87%,0.00%,93.50
B07NF7TSB6,Arcor,286,31,0.00,1.00,0.00,128.20,123.14,125.75,0,36.24%,214,48.08%,48.08%,0.00%,100.00%,10.84%,4.14,(0.51)%,-0.64,-0.02,22.58%,23.33%,18.06%,81.43%,0
