ASIN,Brand Name,List Price($)(11/23/2025-11/30/2025),List Price($)(11/16/2025-11/23/2025),List Price($)(11/09/2025-11/16/2025),List Price($)(11/02/2025-11/09/2025),Product GMS($)(11/23/2025-11/30/2025),Product GMS($)(11/16/2025-11/23/2025),Product GMS($)(11/09/2025-11/16/2025),Product GMS($)(11/02/2025-11/09/2025),ASP(11/23/2025-11/30/2025),ASP(11/16/2025-11/23/2025),ASP(11/09/2025-11/16/2025),ASP(11/02/2025-11/09/2025),CM(11/23/2025-11/30/2025)(%),CM(11/16/2025-11/23/2025)(%),CM(11/09/2025-11/16/2025)(%),CM(11/02/2025-11/09/2025)(%),CP($)(11/23/2025-11/30/2025),CP($)(11/16/2025-11/23/2025),CP($)(11/09/2025-11/16/2025),CP($)(11/02/2025-11/09/2025),Net PPM(11/23/2025-11/30/2025)(%),Net PPM(11/16/2025-11/23/2025)(%),Net PPM(11/09/2025-11/16/2025)(%),Net PPM(11/02/2025-11/09/2025)(%),GV(11/23/2025-11/30/2025),GV(11/16/2025-11/23/2025),GV(11/09/2025-11/16/2025),GV(11/02/2025-11/09/2025),SoROOS(%)(11/23/2025-11/30/2025)(%),SoROOS(%)(11/16/2025-11/23/2025)(%),SoROOS(%)(11/09/2025-11/16/2025)(%),SoROOS(%)(11/02/2025-11/09/2025)(%),Vendor Confirmation Rate - Sourceable(11/23/2025-11/30/2025)(%),Vendor Confirmation Rate - Sourceable(11/16/2025-11/23/2025)(%),Vendor Confirmation Rate - Sourceable(11/09/2025-11/16/2025)(%),Vendor Confirmation Rate - Sourceable(11/02/2025-11/09/2025)(%),Fill Rate - Sourceable(11/23/2025-11/30/2025)(%),Fill Rate - Sourceable(11/16/2025-11/23/2025)(%),Fill Rate - Sourceable(11/09/2025-11/16/2025)(%),Fill Rate - Sourceable(11/02/2025-11/09/2025)(%),SELLABLE_ON_HAND_UNITS(11/23/2025-11/30/2025),SELLABLE_ON_HAND_UNITS(11/16/2025-11/23/2025),SELLABLE_ON_HAND_UNITS(11/09/2025-11/16/2025),SELLABLE_ON_HAND_UNITS(11/02/2025-11/09/2025),Total GMM($)(11/23/2025-11/30/2025),Total GMM($)(11/16/2025-11/23/2025),Total GMM($)(11/09/2025-11/16/2025),Total GMM($)(11/02/2025-11/09/2025),Net Receipts($)(11/23/2025-11/30/2025),Net Receipts($)(11/16/2025-11/23/2025),Net Receipts($)(11/09/2025-11/16/2025),Net Receipts($)(11/02/2025-11/09/2025),Net Receipts (Units)(11/23/2025-11/30/2025),Net Receipts (Units)(11/16/2025-11/23/2025),Net Receipts (Units)(11/09/2025-11/16/2025),Net Receipts (Units)(11/02/2025-11/09/2025),CCOGS As A % Of PCOGS(11/23/2025-11/30/2025)(%),CCOGS As A % Of PCOGS(11/16/2025-11/23/2025)(%),CCOGS As A % Of PCOGS(11/09/2025-11/16/2025)(%),CCOGS As A % Of PCOGS(11/02/2025-11/09/2025)(%),PPM(11/23/2025-11/30/2025)(%),PPM(11/16/2025-11/23/2025)(%),PPM(11/09/2025-11/16/2025)(%),PPM(11/02/2025-11/09/2025)(%),External Box Price Competitiveness (% Of GV)(11/23/2025-11/30/2025)(%),External Box Price Competitiveness (% Of GV)(11/16/2025-11/23/2025)(%),External Box Price Competitiveness (% Of GV)(11/09/2025-11/16/2025)(%),External Box Price Competitiveness (% Of GV)(11/02/2025-11/09/2025)(%),Amzn GV(11/23/2025-11/30/2025),Amzn GV(11/16/2025-11/23/2025),Amzn GV(11/09/2025-11/16/2025),Amzn GV(11/02/2025-11/09/2025),Customer Returns($)(11/23/2025-11/30/2025),Customer Returns($)(11/16/2025-11/23/2025),Customer Returns($)(11/09/2025-11/16/2025),Customer Returns($)(11/02/2025-11/09/2025),Daily SoRoos%(11/23/2025-11/30/2025)(%),Daily SoRoos%(11/16/2025-11/23/2025)(%),Daily SoRoos%(11/09/2025-11/16/2025)(%),Daily SoRoos%(11/02/2025-11/09/2025)(%),Net Ordered Units(11/23/2025-11/30/2025),Net Ordered Units(11/16/2025-11/23/2025),Net Ordered Units(11/09/2025-11/16/2025),Net Ordered Units(11/02/2025-11/09/2025)
B00DIREC0Q,La Molisana,2.99,2.99,2.99,2.99,122.79,218.62,83.85,200.65,2.99,2.99,2.99,2.99,11.05%,1.71%,(8.44)%,(12.66)%,13.25,3.70,-7.13,-25.33,55.76%,41.79%,46.31%,35.63%,58,79,44,85,0.00%,0.00%,54.55%,2.35%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,3054,2181,528,366,0.00,0.00,0.00,0.00,392.04,718.75,343.04,0.00,144.00,264.00,126.00,0.00,54.07%,39.82%,44.93%,34.27%,9.09%,9.09%,9.09%,9.09%,0.00%,0.00%,0.00%,0.00%,58,79,44,85,0,0,0,0,0.00%,0.00%,54.55%,2.35%,38,76,28,67
B07B8BYKFY,Canel's,3.35,3.35,3.35,3.35,118.82,162.09,103.98,137.52,3.13,3.18,3.35,3.35,(27.87)%,(14.28)%,(22.15)%,(17.96)%,-32.48,-23.61,-22.33,-24.27,20.46%,23.51%,28.29%,27.26%,124,150,106,82,0.00%,0.00%,0.00%,22.22%,0.00%,100.00%,0.00%,100.00%,0.00%,80.15%,0.00%,100.00%,2318,1878,1354,662,0.00,0.00,0.00,0.00,0.00,567.16,207.35,478.73,0.00,186.00,68.00,157.00,23.58%,25.48%,24.07%,23.54%,2.48%,4.06%,9.09%,9.09%,0.00%,0.00%,0.00%,0.00%,122,150,99,78,0,0,0,0,0.00%,0.00%,0.00%,22.22%,40,47,30,44
B087GLG43J,Stone Chocolate,8.05,8.05,8.05,8.05,118.77,152.82,101.96,115.91,4.75,5.46,6.00,6.44,(15.94)%,(28.77)%,(1.54)%,5.44%,-19.28,-40.27,-1.43,6.10,27.81%,28.74%,41.49%,41.84%,125,233,140,140,14.40%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,64.71%,0.00%,100.00%,38,327,450,526,0.00,0.00,0.00,0.00,0.00,14.64,58.55,43.91,0.00,2.00,8.00,6.00,54.54%,46.79%,53.22%,51.05%,(54.04)%,(34.08)%,(22.02)%,(13.65)%,0.00%,0.00%,0.00%,0.00%,107,227,137,130,0,0,0,0,14.40%,0.00%,0.00%,0.00%,25,28,16,13
B00N8J1P90,La Molisana,0.00,0.00,0.00,0.00,118.62,98.65,83.27,110.75,4.24,5.19,4.38,5.27,(8.97)%,(34.91)%,7.36%,2.44%,-10.77,-14.94,6.37,2.81,40.20%,34.24%,39.78%,35.96%,77,36,55,43,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,19.30%,83.64%,102.56%,96.72%,401,318,321,345,0.00,0.00,0.00,0.00,408.65,144.84,325.89,0.00,79.00,28.00,63.00,0.00,53.00%,37.21%,49.84%,35.86%,(22.11)%,0.37%,(18.02)%,1.92%,0.00%,0.00%,0.00%,0.00%,76,36,54,43,0,0,0,0,0.00%,0.00%,0.00%,0.00%,27,20,19,24
B0CB84DSJZ,Candyland,1.50,1.50,1.50,1.50,117.41,97.24,84.57,80.11,1.16,1.30,1.23,1.29,(6.02)%,(4.38)%,(15.00)%,0.09%,-7.71,-4.50,-12.96,0.07,75.15%,76.60%,75.61%,76.16%,190,143,111,95,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,1436,2052,1681,2102,0.00,0.00,0.00,0.00,0.00,150.33,141.26,0.00,0.00,116.00,109.00,0.00,81.16%,79.74%,80.05%,81.26%,(11.48)%,0.04%,(5.74)%,(0.29)%,0.00%,0.00%,0.00%,0.00%,189,137,106,94,0,0,0,0,0.00%,0.00%,0.00%,0.00%,107,70,74,70
B08BFBXQGZ,La Molisana,2.67,2.67,2.67,2.67,116.66,162.15,106.02,111.92,3.15,3.60,2.41,3.86,28.58%,1.13%,(8.84)%,24.27%,33.63,1.41,-9.24,27.20,61.15%,55.08%,46.20%,60.36%,21,26,47,33,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,1620,1675,1220,695,0.00,0.00,0.00,0.00,174.46,58.15,409.50,174.46,72.00,24.00,169.00,72.00,53.43%,42.68%,51.20%,41.71%,23.15%,32.76%,(0.56)%,37.21%,31.25%,50.00%,28.57%,100.00%,21,26,47,33,0,0,0,0,0.00%,0.00%,0.00%,0.00%,43,46,48,26
B09NVX81DB,La Molisana,0.00,0.00,0.00,0.00,116.28,71.46,10.26,20.52,3.06,3.25,5.13,5.13,(15.32)%,(12.02)%,16.44%,29.81%,-17.02,-8.44,1.70,5.91,29.51%,29.49%,34.20%,54.86%,51,45,19,18,21.57%,0.00%,5.26%,0.00%,14.29%,60.00%,0.00%,100.00%,50.00%,94.44%,0.00%,100.00%,85,318,190,76,0.00,0.00,0.00,0.00,52.60,157.80,298.06,70.13,12.00,36.00,68.00,16.00,55.38%,50.59%,23.00%,53.00%,(43.24)%,(34.94)%,14.54%,14.54%,0.00%,0.00%,0.00%,0.00%,51,44,18,18,0,0,0,0,21.57%,0.00%,5.26%,0.00%,46,20,2,4
B0881M44V2,Cici,8.38,8.38,8.38,8.38,115.66,72.56,103.90,117.38,6.09,7.26,7.99,7.83,(20.34)%,(36.00)%,12.16%,4.71%,-24.83,-20.84,12.92,5.63,9.20%,2.22%,31.88%,29.48%,61,64,52,43,0.00%,0.00%,0.00%,11.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,225,344,390,143,0.00,0.00,0.00,0.00,0.00,0.00,299.59,228.26,0.00,0.00,42.00,32.00,21.79%,23.85%,23.00%,23.00%,(17.17)%,1.69%,10.75%,8.85%,100.00%,90.20%,61.29%,60.47%,60,57,52,43,0,0,0,0,0.00%,0.00%,0.00%,11.63%,21,6,13,18
B00LXSEFMW,La Molisana,3.14,3.14,3.14,3.14,108.06,79.67,28.30,30.89,2.21,2.34,3.14,2.38,(32.40)%,(27.63)%,9.01%,(39.92)%,-32.50,-20.82,2.51,-11.12,35.87%,32.36%,50.37%,30.64%,54,72,20,29,0.00%,0.00%,40.00%,39.29%,87.27%,100.00%,100.00%,0.00%,4.17%,16.15%,82.61%,0.00%,523,438,90,75,0.00,0.00,0.00,0.00,31.45,245.84,85.76,0.00,11.00,86.00,30.00,0.00,55.05%,50.73%,49.67%,53.08%,(29.63)%,(21.99)%,9.09%,(20.32)%,0.00%,0.00%,0.00%,0.00%,54,72,20,28,0,0,0,0,0.00%,0.00%,40.00%,39.29%,58,34,10,4
B077T2M555,La Molisana,0.00,0.00,0.00,0.00,103.18,12.38,4.13,34.67,4.13,4.13,4.13,4.95,(2.40)%,3.88%,2.50%,(1.01)%,-2.16,0.49,0.11,-0.34,35.16%,41.78%,40.11%,35.68%,18,13,17,10,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,637,647,412,192,0.00,0.00,0.00,0.00,144.84,77.59,491.42,0.00,28.00,15.00,95.00,0.00,53.00%,53.00%,53.00%,43.56%,(25.33)%,(25.33)%,(25.33)%,(4.45)%,0.00%,0.00%,0.00%,0.00%,18,13,17,10,0,0,0,0,0.00%,0.00%,0.00%,0.00%,25,3,1,7
B07NF59N4D,Namakin,0.00,0.00,0.00,0.00,99.31,29.41,7.29,6.48,2.26,2.67,3.64,3.24,(18.28)%,(16.80)%,20.01%,0.58%,-16.86,-5.13,1.48,0.04,40.37%,40.62%,45.09%,58.03%,63,45,31,23,1.59%,2.22%,48.39%,60.87%,100.00%,100.00%,100.00%,100.00%,102.90%,103.88%,102.94%,100.00%,220,232,213,137,0.00,0.00,0.00,0.00,209.63,125.24,171.52,89.84,77.00,46.00,63.00,33.00,53.00%,42.09%,26.50%,53.00%,(20.63)%,(1.82)%,25.29%,15.97%,0.00%,0.00%,0.00%,0.00%,63,45,29,17,0,0,0,0,1.59%,2.22%,48.39%,60.87%,44,10,3,2
B0CD87Z6VY,Rhythm 108,5.00,5.00,5.00,5.00,97.96,129.43,115.94,50.28,3.50,3.81,3.74,4.57,2.23%,(18.50)%,5.88%,(7.37)%,2.23,-23.75,6.79,-3.34,38.09%,26.13%,33.29%,29.05%,25,26,28,31,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,100.00%,1905,2245,2373,1962,0.00,0.00,0.00,0.00,0.00,163.48,163.48,690.26,0.00,36.00,36.00,152.00,53.25%,42.91%,48.14%,32.64%,(29.81)%,(19.29)%,(21.42)%,0.64%,0.00%,0.00%,0.00%,0.00%,25,25,28,31,0,0,0,0,0.00%,0.00%,0.00%,0.00%,29,25,25,22
B087GLRBJB,Caca,3.51,3.51,3.51,3.51,94.68,84.16,35.07,35.07,3.51,3.51,3.51,3.51,(27.64)%,(19.54)%,(96.01)%,(41.52)%,-27.07,-16.20,-17.84,-16.46,30.69%,29.67%,29.04%,30.50%,137,90,75,67,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,86.76%,0.00%,100.00%,158,360,444,515,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.13%,25.40%,26.46%,23.00%,13.04%,13.04%,13.04%,13.04%,0.00%,0.00%,0.00%,0.00%,133,86,70,64,0,0,0,0,0.00%,0.00%,0.00%,0.00%,23,26,12,11
B087GK9B18,Freakin' Healthy,17.11,17.11,17.11,17.11,90.21,56.38,56.38,110.83,11.28,11.28,11.28,13.85,20.87%,22.61%,19.95%,19.97%,18.48,12.29,11.48,22.31,34.09%,33.10%,36.59%,34.34%,39,31,37,24,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,220,295,311,348,0.00,0.00,0.00,0.00,0.00,15.78,78.90,0.00,0.00,1.00,5.00,0.00,55.33%,55.44%,54.07%,42.82%,(39.93)%,(39.93)%,(39.93)%,(13.90)%,0.00%,0.00%,0.00%,0.00%,39,31,37,24,0,0,0,0,0.00%,0.00%,0.00%,0.00%,8,5,4,8
B0793FD6BP,UNKNOWN,0.00,0.00,0.00,0.00,87.86,26.53,56.49,14.15,5.17,4.42,4.35,4.72,(30.46)%,5.16%,1.07%,(14.87)%,-17.81,1.33,0.61,-2.10,20.77%,34.52%,34.04%,33.34%,15,18,17,8,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,100.00%,100.00%,100.00%,0.00%,100.00%,430,583,592,510,0.00,0.00,0.00,0.00,108.63,51.73,300.02,0.00,21.00,10.00,58.00,0.00,35.35%,48.00%,46.08%,43.00%,(0.09)%,(16.97)%,(19.04)%,(9.66)%,0.00%,0.00%,0.00%,0.00%,15,18,17,8,0,0,0,0,0.00%,0.00%,0.00%,0.00%,6,7,22,4
B016BO719G,Whittaker,6.49,6.49,6.49,6.49,86.99,129.70,182.14,101.02,5.44,5.64,4.79,5.61,12.33%,15.45%,(0.74)%,15.80%,10.28,19.55,-1.22,15.31,49.42%,48.64%,41.08%,45.97%,47,62,60,55,17.02%,8.06%,23.33%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,100.00%,0.00%,37.14%,5500,5730,2151,1125,0.00,0.00,0.00,0.00,0.00,206.30,3748.76,218.09,0.00,35.00,636.00,37.00,53.60%,51.22%,53.75%,50.20%,(8.41)%,(4.52)%,(22.97)%,(5.03)%,79.49%,88.14%,91.53%,50.91%,33,55,52,55,0,0,0,0,17.02%,8.06%,23.33%,0.00%,16,22,38,20
B07NF7RVX6,L.B. Maple,10.35,10.35,10.35,0.00,86.94,63.99,7.24,0,7.24,8.00,7.24,0.00,2.90%,(5.36)%,(7.54)%,0.00%,2.30,-3.49,-0.52,0,39.97%,23.77%,41.62%,0.00%,48,33,9,10,0.00%,0.00%,66.67%,80.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,15.79%,0.00%,206,271,79,40,0.00,0.00,0.00,0,0.00,306.02,387.03,0.00,0.00,34.00,43.00,0.00,55.69%,32.25%,61.05%,0.00%,(24.24)%,(12.53)%,(24.24)%,0.00%,0.00%,0.00%,0.00%,0.00%,46,33,3,6,0,0,0,0,0.00%,0.00%,66.67%,80.00%,9,9,3,1
B00GKX89SQ,Whittaker,6.49,6.49,6.49,6.49,83.80,191.71,110.52,209.12,5.59,5.64,4.61,5.23,13.29%,12.91%,7.78%,2.89%,9.62,23.20,8.74,5.85,50.44%,48.61%,37.88%,30.30%,63,70,97,114,23.81%,25.71%,22.68%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,90.66%,0.00%,61.90%,6606,7179,4259,3576,0.00,0.00,0.00,0.00,0.00,418.49,3218.28,165.04,0.00,71.00,546.00,28.00,54.29%,53.77%,53.31%,44.05%,(5.51)%,(4.54)%,(27.99)%,(12.75)%,66.04%,65.67%,67.03%,63.39%,19,59,80,113,0,0,0,0,23.81%,25.71%,22.68%,0.00%,17,44,25,30
B07NHP1BMD,La Molisana,3.77,3.77,3.77,3.77,78.99,27.08,7.41,22.51,2.26,2.26,3.71,3.75,(37.59)%,(37.35)%,(9.49)%,(19.23)%,-29.64,-10.50,-0.87,-4.28,24.73%,29.86%,45.15%,31.44%,13,9,5,9,7.69%,0.00%,0.00%,0.00%,0.00%,65.52%,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,165,300,133,36,0.00,0.00,0.00,0.00,26.25,114.82,177.16,0.00,8.00,35.00,54.00,0.00,51.07%,53.04%,38.02%,28.01%,(45.36)%,(45.36)%,11.49%,12.54%,0.00%,0.00%,0.00%,0.00%,12,9,5,9,0,0,0,0,7.69%,0.00%,0.00%,0.00%,37,12,2,6
B07DXVR84H,La Molisana,0.00,0.00,0.00,0.00,74.47,46.65,0,10.33,2.86,3.11,0.00,3.44,(18.88)%,4.46%,0.00%,(29.27)%,-10.79,2.12,0,-3.23,50.73%,48.11%,0.00%,43.02%,24,23,6,19,0.00%,4.35%,83.33%,78.95%,100.00%,100.00%,100.00%,50.00%,0.00%,57.14%,91.14%,0.00%,374,475,0,12,0.00,0.00,0,0.00,0.00,225.83,0.00,0.00,0.00,79.00,0.00,0.00,53.78%,47.00%,0.00%,31.33%,0.19%,8.09%,0.00%,17.02%,58.33%,81.82%,0.00%,81.82%,24,22,0,9,0,0,0,0,0.00%,4.35%,83.33%,78.95%,28,17,0,2
B07PBKVNXH,Tippys,1.52,1.52,1.52,1.52,74.15,104.49,124.71,96.06,1.69,1.69,1.69,1.69,(80.33)%,(74.93)%,(75.80)%,(79.88)%,-69.11,-93.87,-116.53,-90.39,66.08%,63.58%,63.98%,60.54%,71,59,73,53,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,41.14%,0.00%,0.00%,0.00%,0.00%,0.00%,1039,1402,1832,2313,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.82%,25.98%,26.90%,24.15%,51.53%,51.53%,51.53%,51.53%,100.00%,100.00%,100.00%,100.00%,70,57,71,53,0,0,0,0,0.00%,0.00%,0.00%,0.00%,46,61,73,59
B00X9MYZXO,Bazooka,14.88,14.88,14.88,0.00,74.03,165.25,40.56,0,9.25,9.72,10.14,0.00,(89.92)%,(5.33)%,1.25%,0.00%,-36.02,-8.11,0.52,0,25.33%,23.58%,28.23%,0.00%,92,69,15,13,1.09%,13.04%,53.33%,100.00%,100.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,228,300,205,24,0.00,0.00,0.00,0,0.00,352.84,926.20,0.00,0.00,24.00,63.00,0.00,53.79%,50.21%,50.50%,0.00%,(58.87)%,(51.24)%,(44.99)%,0.00%,100.00%,100.00%,100.00%,0.00%,91,69,12,11,0,0,0,0,1.09%,13.04%,53.33%,100.00%,9,18,4,0
B00GKX89Q8,Whittaker,6.49,6.49,6.49,6.49,73.05,482.52,301.05,293.03,5.62,5.74,5.57,5.53,33.32%,22.07%,13.93%,14.35%,23.39,107.83,40.09,43.27,51.16%,50.74%,49.72%,49.88%,126,254,220,254,48.41%,11.02%,19.09%,14.29%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,8420,8713,3682,2363,0.00,0.00,0.00,0.00,937.19,677.84,5281.27,589.43,159.00,115.00,896.00,100.00,58.16%,53.53%,53.82%,53.65%,(4.89)%,(2.61)%,(5.73)%,(6.61)%,100.00%,95.82%,96.19%,97.14%,8,234,188,222,0,0,0,0,48.41%,11.02%,19.09%,14.29%,10,81,55,54
B0CJLQR2WX,Ulker,4.90,4.90,4.90,4.90,72.61,174.52,60.77,70.14,3.16,4.99,3.20,4.13,(9.43)%,(7.84)%,(6.42)%,7.26%,-6.85,-7.27,-3.90,5.04,35.18%,40.24%,37.06%,40.78%,58,71,64,62,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2399,2669,3015,2907,0.00,0.00,0.00,0.00,0.00,0.00,0.00,408.38,0.00,0.00,0.00,100.00,53.00%,31.57%,53.00%,43.88%,(29.36)%,18.10%,(27.69)%,1.02%,41.07%,33.33%,0.00%,0.00%,56,70,64,62,0,0,0,0,0.00%,0.00%,0.00%,0.00%,28,37,19,18
B08VQMVBKG,Little Freddie,2.79,2.79,2.79,2.79,71.55,35.77,113.28,51.81,2.98,2.98,2.98,2.88,(0.31)%,(8.63)%,6.70%,(2.48)%,-0.22,-3.02,7.68,-1.25,30.81%,30.66%,34.25%,26.51%,25,14,26,30,8.00%,28.57%,38.46%,33.33%,0.00%,100.00%,0.00%,100.00%,0.00%,68.87%,0.00%,100.00%,78,111,115,73,0.00,0.00,0.00,0.00,0.00,76.20,76.20,83.82,0.00,30.00,30.00,33.00,23.00%,25.95%,24.55%,23.00%,14.79%,14.79%,14.79%,11.75%,63.16%,70.00%,82.61%,91.67%,25,14,25,27,0,0,0,0,8.00%,28.57%,38.46%,33.33%,34,7,27,29
B088F995XR,Freakin' Healthy,23.33,23.33,23.33,23.33,71.45,125.04,125.04,108.94,17.86,17.86,17.86,21.79,18.81%,12.74%,23.40%,28.03%,13.58,13.74,29.66,30.81,36.36%,22.98%,36.54%,38.91%,14,15,11,10,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,243,287,311,344,0.00,0.00,0.00,0.00,0.00,55.54,55.54,138.85,0.00,2.00,2.00,5.00,59.32%,59.96%,59.07%,52.07%,(55.46)%,(55.46)%,(55.46)%,(27.46)%,0.00%,0.00%,0.00%,0.00%,14,15,10,10,0,0,0,0,0.00%,0.00%,0.00%,0.00%,4,7,7,5
B01L774SYS,Hectare's,1.50,1.50,0.00,1.50,60.20,9.26,0,22.26,1.54,1.54,0.00,1.39,3.80%,(18.82)%,0.00%,(42.86)%,2.13,-1.56,0,-9.33,49.41%,27.01%,0.00%,35.12%,3,4,2,8,0.00%,50.00%,100.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,511,566,206,136,0.00,0.00,0,0.00,23.14,98.01,80.31,0.00,17.00,72.00,59.00,0.00,56.79%,34.30%,0.00%,39.62%,11.82%,11.82%,0.00%,2.14%,100.00%,100.00%,100.00%,100.00%,3,4,2,8,0,0,0,0,0.00%,50.00%,100.00%,0.00%,35,0,6,14
B087GK5KQY,Guylian,54.70,0.00,0.00,0.00,60.05,0,0,0,60.05,0.00,0.00,0.00,27.53%,0.00%,0.00%,0.00%,16.65,0,0,0,39.01%,0.00%,0.00%,0.00%,13,9,10,4,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,13,8,6,0.00,0,0,0,0.00,47.57,0.00,47.57,0.00,1.00,0.00,1.00,23.00%,0.00%,0.00%,0.00%,20.79%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,11,8,10,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0,0
B07G865S7Y,UNKNOWN,5.45,0.00,0.00,0.00,55.26,0,0,0,5.53,0.00,0.00,0.00,(22.18)%,0.00%,0.00%,0.00%,-12.57,0,0,0,20.33%,0.00%,0.00%,0.00%,58,51,27,50,55.17%,30.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,43,29,0,0.00,0,0,0,0.00,57.17,68.61,0.00,0.00,10.00,12.00,0.00,23.00%,0.00%,0.00%,0.00%,(3.46)%,0.00%,0.00%,0.00%,89.19%,92.11%,100.00%,0.00%,53,46,0,0,0,0,0,0,55.17%,30.61%,0.00%,0.00%,2,8,0,0
B00AVHTBUC,Lago,2.72,2.72,2.72,2.72,51.09,37.74,49.23,24.48,1.89,1.99,1.97,2.45,(10.49)%,(5.66)%,(15.07)%,(49.45)%,-5.38,-1.99,-7.02,-12.09,30.05%,31.04%,30.24%,12.49%,109,188,162,78,14.68%,0.00%,0.00%,11.69%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,1536,2021,2100,2032,0.00,0.00,0.00,0.00,0.00,62.07,137.08,62.07,0.00,24.00,53.00,24.00,53.00%,54.80%,49.68%,21.20%,(36.69)%,(30.20)%,(31.35)%,(5.65)%,100.00%,75.00%,58.23%,42.31%,107,184,158,78,0,0,0,0,14.68%,0.00%,0.00%,11.69%,31,27,24,12
B087GJJ4KR,Freakin' Healthy,15.56,15.56,15.56,15.56,50.54,85.11,152.94,85.11,10.11,12.16,11.76,12.16,20.89%,15.56%,19.34%,12.71%,10.87,12.71,30.03,10.71,39.37%,30.35%,35.75%,32.23%,27,44,34,29,3.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,188,360,427,153,0.00,0.00,0.00,0.00,0.00,0.00,1157.18,135.26,0.00,0.00,77.00,9.00,58.12%,48.03%,49.45%,47.64%,(48.67)%,(23.60)%,(27.75)%,(23.60)%,0.00%,0.00%,0.00%,0.00%,25,44,34,29,0,0,0,0,3.70%,0.00%,0.00%,0.00%,5,7,13,7
B0791L9TZJ,Namakin,0.00,0.00,0.00,0.00,48.03,3.43,24.46,54.98,3.43,3.43,3.49,3.23,0.70%,(12.57)%,(48.61)%,(38.16)%,0.34,-0.47,-11.48,-15.23,45.02%,51.37%,36.87%,27.47%,58,67,33,61,0.00%,0.00%,6.06%,1.72%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,455,358,192,96,0.00,0.00,0.00,0.00,176.69,196.77,261.02,40.16,44.00,49.00,65.00,10.00,53.03%,53.03%,48.74%,44.77%,(17.06)%,(17.06)%,(14.93)%,(24.18)%,13.79%,39.06%,33.33%,31.48%,58,66,23,60,0,0,0,0,0.00%,0.00%,6.06%,1.72%,14,1,1,21
B087GM5T2G,Elvan,6.04,6.04,6.04,6.04,47.92,79.01,158.74,108.65,4.36,4.94,4.67,6.04,(15.79)%,0.52%,5.82%,8.33%,-7.88,0.44,9.30,9.16,32.45%,36.80%,35.79%,40.22%,36,60,81,45,41.67%,0.00%,0.00%,25.00%,0.00%,100.00%,0.00%,0.00%,0.00%,65.85%,0.00%,0.00%,783,907,1063,621,0.00,0.00,0.00,0.00,0.00,0.00,192.10,933.07,0.00,0.00,35.00,170.00,48.91%,44.13%,47.71%,36.06%,(26.00)%,(11.15)%,(17.56)%,9.07%,100.00%,73.81%,0.00%,0.00%,35,59,79,42,0,0,0,0,41.67%,0.00%,0.00%,25.00%,19,17,32,17
